step,solve_rate,response_length,reward,kl_div,timing_s/agent_loop/slowest/num_preempted,val-aux/num_turns/min,_timestamp,timing_s/adv,actor/grad_norm,timing_s/stop_profile,response_length_non_aborted/max,critic/advantages/mean,response_length/clip_ratio,actor/lr,critic/returns/min,perf/total_num_tokens,timing_s/agent_loop/tool_calls/min,global_seqlen/mean,timing_s/values,critic/returns/mean,timing_s/agent_loop/generate_sequences/mean,perf/time_per_step,timing_s/ref,timing_s/testing,perf/mfu/actor_infer,timing_s/agent_loop/num_preempted/mean,critic/rewards/max,timing_s/agent_loop/generate_sequences/max,critic/values/min,val-aux/num_turns/mean,timing_s/agent_loop/slowest/response_length,critic/returns/max,num_turns/max,prompt_length/clip_ratio,perf/max_memory_reserved_gb,response_length_non_aborted/min,response_length_non_aborted/mean,timing_per_token_ms/update_critic,_step,actor/reward_kl_penalty,perf/throughput,num_turns/mean,timing_s/update_actor,timing_per_token_ms/update_actor,timing_s/update_critic,timing_s/agent_loop/num_preempted/max,actor/pg_loss,num_turns/min,global_seqlen/balanced_max,training/epoch,response_length/min,timing_s/step,timing_s/start_profile,perf/max_memory_allocated_gb,critic/lr,timing_s/agent_loop/slowest/tool_calls,response_length_non_aborted/clip_ratio,timing_per_token_ms/gen,response_length/max,global_seqlen/minmax_diff,actor/entropy,response/aborted_ratio,global_seqlen/max,critic/advantages/min,timing_s/agent_loop/slowest/prompt_length,critic/score/min,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/tool_calls/mean,actor/pg_clipfrac,critic/values/max,timing_s/agent_loop/tool_calls/max,actor/ppo_kl,critic/vf_loss,critic/vpred_mean,critic/rewards/min,perf/cpu_memory_used_gb,timing_per_token_ms/values,timing_s/old_log_prob,prompt_length/mean,timing_per_token_ms/ref,prompt_length/max,critic/grad_norm,timing_s/reward,critic/values/mean,actor/reward_kl_penalty_coeff,timing_s/agent_loop/num_preempted/min,_runtime,global_seqlen/balanced_min,global_seqlen/min,timing_s/agent_loop/slowest/generate_sequences,val-aux/num_turns/max,perf/mfu/critic,timing_per_token_ms/adv,critic/score/max,critic/vf_explained_var,val-aux/openai/gsm8k/reward/mean@1,timing_s/save_checkpoint,perf/mfu/actor,prompt_length/min,timing_s/gen,timing_s/update_weights,critic/vf_clipfrac,critic/rewards/mean,actor/pg_clipfrac_lower,critic/advantages/max
371,,5.421875,0.1484375,0.0,-1.0,,1774996532.8340535,0.0333822689717635,31.34453153610229,9.726802818477154e-05,10.0,-1.7177130828827103e-08,0.0,1e-06,-0.0300851315259933,28642.0,0.0,14321.0,2.1822974629467358,0.1400752365589141,0.1707906592123436,31.848935632035136,3.237161066033877,,0.0,-1.0,0.9980406165122986,0.2023411380359903,0.027099609375,,9.0,0.9999799132347108,2.0,0.0,23.9453125,4.0,5.421875,0.2800728892557954,371.0,1.257678508758545,449.6539590979384,2.0,11.30210434505716,0.3945989925653641,8.02184769406449,-1.0,0.0165295039769262,2.0,14321.0,12.0,4.0,31.848935632035136,2.4897977709770203e-05,18.392276287078857,1e-05,0.0,0.0,0.4903514488225787,10.0,336.0,0.1448006927967071,0.0,14489.0,-3.138212919235229,100.0,0.0,0.1026345150312408,0.0,0.0187424207106232,0.86328125,0.0,0.0005331317261152,0.1537839289649127,0.1251422455025022,-0.0300851352512836,52.37833786010742,0.0761922164285572,3.779813986970112,106.4609375,0.1130214742697394,222.0,12.92194676399231,1.267006155103445e-05,0.1904296875,0.001,-1.0,7374.975846648,14321.0,14153.0,0.2023411380359903,,0.0,0.0011655006274618,1.0,0.4509779810905456,,,0.0,67.0,0.6806078109657392,2.56490627292078,0.0,0.1416936963796615,0.0,3.76983094215393
372,,5.72265625,0.13671875,0.0,-1.0,,1774996564.9675837,0.0235630819806829,28.091563940048218,6.680097430944443e-05,88.0,3.254861102863771e-10,0.0,1e-06,-0.0255986917763948,28385.0,0.0,14192.5,2.247285109013319,0.1134852766990661,0.1812890141659409,32.12685261794832,3.2216366620268677,,0.0,-1.0,0.99748957157135,0.3992308680899441,-0.03857421875,,88.0,0.9999871850013732,2.0,0.0,23.9453125,4.0,5.72265625,0.2800759560316512,372.0,1.319521188735962,441.7644071386897,2.0,11.311216234927995,0.3984927333073101,7.94995601195842,-1.0,-0.068082321435213,2.0,14193.0,12.0,4.0,32.12685261794832,2.5829067453742027e-05,18.392276287078857,1e-05,0.0,0.0,0.6287828293619455,88.0,395.0,0.3519946634769439,0.0,14390.0,-3.2587387561798096,96.0,0.0,0.1433853260241449,0.0,0.0208792882913257,0.765625,0.0,0.0003973258717451,0.121525696318713,0.1600384016055613,-0.0255986936390399,52.378883361816406,0.0791715733314539,3.776037920033559,105.15625,0.1134978566858153,194.0,10.76939845085144,9.002978913486004e-06,0.0810546875,0.001,-1.0,7406.76236164,14192.0,13995.0,0.3992308680899441,,0.0,0.0008301244312377,1.0,0.5099438428878784,,,0.0,65.0,0.92116684501525,2.6410622239345685,0.0,0.1296635866165161,0.0,4.219768524169922
373,,5.34375,0.1796875,0.0,-1.0,,1774996596.754092,0.032869740971364,19.4649875164032,6.336590740829706e-05,10.0,1.3594041448072858e-08,0.0,1e-06,-0.028027169406414,27709.0,0.0,13854.5,2.1916358340531588,0.1590750068426132,0.1718633883187976,31.780100180068985,3.280843502958305,,0.0,-1.0,0.9987735152244568,0.2062310019973665,-0.043701171875,,7.0,1.0007648468017578,2.0,0.0,23.9453125,4.0,5.34375,0.2869681717132575,373.0,1.2279495000839231,435.9489089555767,2.0,11.35293005395215,0.4097199485348496,7.951601070002653,-1.0,0.0106168507190886,2.0,13855.0,12.0,4.0,31.780100180068985,2.323498483747244e-05,18.392276287078857,1e-05,0.0,0.0,0.5275681359579035,10.0,533.0,0.1485578268766403,0.0,14121.0,-2.892196655273437,116.0,0.0,0.0599227469647303,0.0,0.0112142590223811,0.83203125,0.0,-0.0049939530381379,0.1280824015229882,0.1421862205897923,-0.0280271638184785,52.39897918701172,0.0790947285738626,3.78307013399899,102.89453125,0.1184035332548379,217.0,3.958247572183609,9.173993021249773e-06,0.123046875,0.001,-1.0,7438.706168162,13854.0,13588.0,0.2062310019973665,,0.0,0.0011862478245827,1.0,0.5048577785491943,,,0.0,66.0,0.721713209990412,2.432449526037089,0.0,0.173204243183136,0.0006510416860692,3.6443300247192383
374,,5.6015625,0.08203125,0.0,-1.0,,1774996628.6980965,0.0232050890335813,34.22195482254028,4.170299507677555e-05,24.0,-3.0592062216783233e-08,0.0,1e-06,-0.0276750028133392,27648.0,0.0,13824.0,2.188901143032126,0.0731370970606803,0.1766043721909227,31.93496513797436,3.213572507956997,,0.0,-1.0,0.9989421367645264,0.2388524999842047,-0.00994873046875,,24.0,0.9999867081642152,2.0,0.0,23.9453125,4.0,5.6015625,0.2882070521924039,374.0,1.276984930038452,432.8797586054562,2.0,11.342639059992509,0.4102517021119975,7.968348579015583,-1.0,0.0272381270187906,2.0,13824.0,12.0,4.0,31.93496513797436,4.320498555898666e-05,18.392276287078857,1e-05,0.0,0.0,0.5468809937394511,24.0,200.0,0.1550909131765365,0.0,13924.0,-3.651296615600586,101.0,0.0,0.0793011609930545,0.0,0.0278408084413968,1.0234375,0.0,0.0087784290299168,0.1179553875263081,0.1056762740772683,-0.0276750028133392,52.390926361083984,0.0791703249071226,3.774941604002379,102.3984375,0.1162316445296946,169.0,10.809702694416046,1.0675983503460884e-05,0.1640625,0.001,-1.0,7481.874434711,13824.0,13724.0,0.2388524999842047,,0.0,0.0008393044355317,1.0,0.3646803498268127,,,0.0,67.0,0.7842273450223729,2.597318854997866,0.0,0.0751051381230354,0.0007621950935572,4.868117332458496
375,0.067475360121304,5.53515625,0.19921875,0.0,-1.0,2.0,1774996671.8663287,0.0324397879885509,33.6237735748291,6.802298594266176e-05,32.0,-8.076281865498913e-09,0.0,1e-06,-0.0342895984649658,28026.0,0.0,14013.0,2.204770207987167,0.1747087240219116,0.1747095353944132,41.30520797695499,3.2261456029955298,1.857479315949604,0.0,-1.0,0.9988402724266052,0.2637442050036043,-0.232421875,2.0,32.0,0.999980330467224,2.0,0.0,23.9453125,4.0,5.53515625,0.2840177853767065,375.0,1.2664543390274048,339.2550403769456,2.0,11.355233409092762,0.405167823060471,7.959882452967577,-1.0,-0.0026120016118511,2.0,14013.0,12.0,4.0,41.30520797695499,2.6058987714350224e-05,18.392276287078857,1e-05,0.0,0.0,0.5459365138032157,32.0,184.0,0.1757891923189163,0.0,14105.0,-3.715078115463257,121.0,0.0,0.1249811419984325,0.0,0.0174800645327195,0.890625,0.0,0.0012941620793753,0.1264700023530167,0.1605737118807155,-0.0342895947396755,52.399864196777344,0.0786687435947751,3.795928318053484,103.94140625,0.1151125955539688,190.0,9.465357959270476,8.773058652877808e-06,0.056884765625,0.001,-1.0,7513.728108126,14013.0,13921.0,0.2637442050036043,2.0,0.0,0.0011574890454774,1.0,0.6109857559204102,0.067475360121304,9.264022161951289,0.0,68.0,0.7735920400591567,2.662174565950409,0.0,0.192332237958908,0.0,4.408585071563721
376,,5.5703125,0.1328125,0.0,-1.0,,1774996703.719756,0.0331569230183959,43.33699178695679,6.145297084003687e-05,25.0,-1.9227304193236705e-08,0.0,1e-06,-0.0276583433151245,28273.0,0.0,14136.5,2.183183626970276,0.119965024292469,0.1656923746754728,31.84576992201619,3.2351400140905757,,0.0,-1.0,1.0005478858947754,0.2054014060413465,-0.0791015625,,10.0,1.0031187534332275,2.0,0.0,23.9453125,4.0,5.5703125,0.2827269408992649,376.0,1.2706845998764038,443.9051099916068,2.0,11.284214120008984,0.3991162635733379,7.993538800044917,-1.0,0.0143787286942824,2.0,14137.0,12.0,4.0,31.84576992201619,3.55839729309082e-05,18.392276287078857,1e-05,0.0,0.0,0.4646690098828731,25.0,51.0,0.1612284630537033,0.0,14162.0,-3.655118942260742,98.0,0.0,0.0407194010913372,0.0,0.0158537117531523,1.0703125,0.0,0.0014062912960071,0.1462750057689845,0.0912608322814776,-0.0276583284139633,52.37025451660156,0.0772179686262609,3.8275630000280216,104.87109375,0.1144250703530073,180.0,12.77481472492218,1.0625924915075302e-05,0.2275390625,0.001,-1.0,7546.205075735,14136.0,14111.0,0.2054014060413465,,0.0,0.0011727415915677,1.0,0.3999431729316711,,,0.0,67.0,0.6626180080929771,2.581903549027629,0.0,0.1259207427501678,0.0,4.2880377769470215
377,,6.6328125,0.16796875,0.0,-1.0,,1774996736.1971,0.0320933209732174,26.44472646713257,6.235507316887379e-05,208.0,-3.650696633883399e-09,0.0,1e-06,-0.0254124999046325,27380.0,0.0,13690.0,2.18431339901872,0.1217856258153915,0.1797365025940962,32.47176450199913,3.217724955989979,,0.0,-1.0,0.9981603026390076,0.7145264379214495,-0.251953125,,208.0,1.0002115964889526,2.0,0.0,23.9453125,4.0,6.6328125,0.2918949527421067,377.0,1.2322874069213867,421.5970462324945,2.0,11.29357371502556,0.4124753000374565,7.992083806078881,-1.0,-0.2603016772773117,2.0,13716.0,12.0,4.0,32.47176450199913,2.3244996555149555e-05,18.392276287078857,1e-05,0.0,0.0,0.7407502762126452,208.0,780.0,0.4748702943325043,0.0,14080.0,-4.397799968719482,95.0,0.0,0.125410933047533,0.0,0.0174232985009439,0.89453125,0.0,0.0005317551804182,0.1455337932420661,0.106153972865286,-0.0254125464707613,52.320220947265625,0.0797776990145624,3.844737043022178,100.3203125,0.1175209991230817,189.0,18.447709873318672,8.143018931150436e-06,-0.0419921875,0.001,-1.0,7578.638003274,13664.0,13300.0,0.7145264379214495,,0.0,0.0011721446666624,1.0,0.5389342308044434,,,0.0,64.0,1.2577939690090716,2.6156862910138443,0.0,0.1611301749944687,0.0,4.526289463043213
378,,5.46875,0.19140625,0.0,-1.0,,1774996768.6299033,0.0439724429743364,27.62150311470032,3.963999915868044e-05,10.0,2.1798269855821676e-08,0.0,1e-06,-0.0324470698833465,27558.0,0.0,13779.0,2.2112511310260743,0.1759053170680999,0.1654278489609169,32.07244581298437,3.24355740705505,,0.0,-1.0,0.9978781342506408,0.1931775519624352,0.061279296875,,7.0,0.999976396560669,2.0,0.0,23.9453125,4.0,5.46875,0.2909520663333116,378.0,1.3002333641052246,429.62111715289393,2.0,11.343650833005086,0.4116282325642312,8.018057044013403,-1.0,0.0318775562518567,2.0,13779.0,13.0,4.0,32.07244581298437,0.0003425690811127,18.392276287078857,1e-05,0.0,0.0,0.5170271893231464,10.0,434.0,0.1215937808156013,0.0,13996.0,-4.325553894042969,84.0,0.0,0.1283661529887467,0.0,0.0090421538916416,1.1484375,0.0,-0.0008082500826276,0.1103428873757366,0.1884400400449521,-0.0324470847845077,52.0599365234375,0.0802398987962143,3.854394405032508,102.1796875,0.1176993035436189,189.0,15.595022559165956,2.9986025765538216e-05,0.283203125,0.001,-1.0,7610.561326814,13779.0,13562.0,0.1931775519624352,,0.0,0.0015956325921451,1.0,0.696753740310669,,,0.0,64.0,0.723838065052405,2.573875507921912,0.0,0.184473842382431,0.0007267441833391,4.582035064697266
379,,5.6796875,0.14453125,0.0,-1.0,,1774996800.5532813,0.033260446973145,38.65031957626343,4.3116044253110886e-05,24.0,-1.0215596546458985e-07,0.0,1e-06,-0.0216008424758911,27553.0,0.0,13776.5,2.1930670749861747,0.1319247782230377,0.1768682912943404,31.899848924949765,3.231215570005588,,0.0,-1.0,0.9984146952629088,0.2287985570728778,-0.2470703125,,24.0,1.0004994869232178,2.0,0.0,23.9453125,4.0,5.6796875,0.288796513482994,379.0,1.1125322580337524,431.8672490396973,2.0,11.355521165998653,0.4121337482669274,7.957210335996933,-1.0,0.0438313963240943,2.0,13777.0,13.0,4.0,31.899848924949765,6.378698162734509e-05,18.392276287078857,1e-05,0.0,0.0,0.5032309525399027,24.0,107.0,0.177436277270317,0.0,13830.0,-4.676924705505371,110.0,0.0,0.1422635470516979,0.0,0.0118633899837732,0.91015625,0.0,-0.0032972118819998,0.1293383485026424,0.0383232405874878,-0.0216008406132459,52.10886764526367,0.0795944933396063,3.784103363985196,101.94921875,0.1172727314632014,190.0,19.368467926979065,7.802038453519344e-06,-0.032958984375,0.001,-1.0,7653.871848042,13776.0,13723.0,0.2287985570728778,,0.0,0.0012071443027309,1.0,0.6127796173095703,,,0.0,68.0,0.7316978049930185,2.583294869051315,0.0,0.1382989138364792,0.0014707918162457,4.75357723236084
380,0.067475360121304,5.46875,0.1796875,0.0,-1.0,2.0,1774996843.8637247,0.0329820250626653,50.206472873687744,9.016692638397215e-05,10.0,4.087175486944261e-09,0.0,1e-06,-0.018885314464569,28318.0,0.0,14159.0,2.21603915898595,0.1605068892240524,0.1823615490884549,41.4087607699912,3.209352035075426,1.895807436085306,0.0,-1.0,0.9991870522499084,0.2158316440181806,-0.03515625,2.0,8.0,1.000239610671997,2.0,0.0,23.9453125,4.0,5.46875,0.2807614019710747,380.0,1.161583423614502,341.9324736291307,2.0,11.318612808012404,0.3996967585285826,7.950601381016895,-1.0,-0.0011441606620792,2.0,14159.0,13.0,4.0,41.4087607699912,2.7381000109016892e-05,18.392276287078857,1e-05,0.0,0.0,0.5209814935889361,10.0,14.0,0.1335653215646743,0.0,14166.0,-4.697669982910156,118.0,0.0,0.0584540120325982,0.0,0.014851416228339,1.203125,0.0,0.0092166825579624,0.1129021343804197,0.1808566920517478,-0.018885314464569,52.119964599609375,0.0782554968213133,3.781982640968636,105.1484375,0.1133325812230887,256.0,7.036616086959839,9.976094588637352e-06,0.2275390625,0.001,-1.0,7685.827076846,14159.0,14152.0,0.2158316440181806,2.0,0.0,0.0011647017819996,1.0,0.6042234301567078,0.067475360121304,9.561571444035508,0.0,65.0,0.7293740910245106,2.5668312390334904,0.0,0.1733267456293106,0.0,4.318150043487549
381,,5.68359375,0.11328125,0.0,-1.0,,1774996875.8190086,0.0269212400307878,61.275354862213135,4.748196806758642e-05,46.0,-5.899016386479161e-09,0.0,1e-06,-0.0273458212614059,27569.0,0.0,13784.5,2.186932530952617,0.0985245630145073,0.1674718464878424,31.948559337994084,3.244051969028078,,0.0,-1.0,0.9977914094924928,0.258583198999986,-0.1142578125,,46.0,0.9999966025352478,2.0,0.0,23.9453125,4.0,5.68359375,0.2883108776524047,381.0,1.326754808425903,431.4592045972822,2.0,11.307571795070544,0.4101553119471342,7.948442585999146,-1.0,0.0186474208312574,2.0,13785.0,13.0,4.0,31.948559337994084,3.474205732345581e-05,18.392276287078857,1e-05,0.0,0.0,0.5266202426486716,46.0,257.0,0.1783055663108825,0.0,13913.0,-4.511428356170654,97.0,0.0,0.1015116240596398,0.0,0.0109116715902928,1.015625,0.0,9.607309038983658e-05,0.093484236189397,0.1174361560842953,-0.0273458212614059,52.23088836669922,0.0793257837046181,3.791025964077562,102.0078125,0.1176702807148637,201.0,4.727195739746094,1.4481018297374249e-05,0.1025390625,0.001,-1.0,7717.760727314,13784.0,13656.0,0.258583198999986,,0.0,0.0009765040455144,1.0,0.5405635237693787,,,0.0,67.0,0.7662324530538172,2.6336769389454275,0.0,0.1059600859880447,0.0,4.69268798828125
382,,5.51953125,0.203125,0.0,-1.0,,1774996907.7526524,0.0332368289818987,47.85106611251831,4.270498175173998e-05,30.0,2.800954312931481e-08,0.0,1e-06,-0.0240125432610511,27791.0,0.0,13895.5,2.18980019108858,0.182427778840065,0.1796936489890868,31.92497962503694,3.225964040029794,,0.0,-1.0,0.9988402724266052,0.2565834179986268,-0.1298828125,,30.0,0.9999873042106628,2.0,0.0,23.9453125,4.0,5.51953125,0.2863864642532913,382.0,1.2962981462478638,435.2547805262357,2.0,11.30888380401302,0.4069261201112958,7.958966228063218,-1.0,0.0066964426077902,2.0,13896.0,13.0,4.0,31.92497962503694,4.955497570335865e-05,18.392276287078857,1e-05,0.0,0.0,0.5427167699978768,30.0,57.0,0.2238997370004654,0.0,13924.0,-3.270671844482422,75.0,0.0,0.1188658520113676,0.0,0.0125547326751984,0.75390625,0.0,-0.002073857171581,0.1298501300625503,0.1946912409912329,-0.0240125432610511,52.26132583618164,0.0787953003162383,3.7821838679956272,103.0390625,0.1160794516221004,194.0,7.501843631267548,1.0084942914545536e-05,0.0966796875,0.001,-1.0,7749.741185817,13895.0,13867.0,0.2565834179986268,,0.0,0.0011959565680219,1.0,0.602182149887085,,,0.0,66.0,0.7668587960069999,2.6176400559488684,0.0,0.1960311830043792,0.0007267441833391,3.9628498554229736
383,,5.7109375,0.1484375,0.0,-1.0,,1774996939.73315,0.0322964949300512,34.11851978302002,4.27949707955122e-05,39.0,-9.132311795667649e-09,0.0,1e-06,-0.0272498130798339,27503.0,0.0,13751.5,2.270461944048293,0.1317042708396911,0.175719403914627,31.966195042943585,3.228284184006043,,0.0,-1.0,0.998712122440338,0.260285775992088,0.2001953125,,39.0,0.9999653100967408,2.0,0.0,23.9453125,4.0,5.7109375,0.2909370571591884,383.0,1.3442491292953491,430.18882858989474,2.0,11.308707252028398,0.4111808621615241,8.00164188304916,-1.0,-0.0150444494793191,2.0,13752.0,13.0,4.0,31.966195042943585,4.794204141944647e-05,18.392276287078857,1e-05,0.0,0.0,0.524684425447233,39.0,567.0,0.2242064028978347,0.0,14035.0,-3.1569933891296387,130.0,0.0,0.0497241639532148,0.0,0.0159691188600845,1.03125,0.0,0.0048517113409616,0.1442691162228584,0.2919847476296127,-0.0272498130798339,52.24178695678711,0.0825532467021158,3.778136222972535,101.72265625,0.1173793471259878,196.0,25.28040599822998,9.563984349370004e-06,0.3515625,0.001,-1.0,7781.798320092,13751.0,13468.0,0.260285775992088,,0.0,0.0011742898931044,1.0,0.6420256495475769,,,0.0,68.0,0.7670886300038546,2.5385047029703856,0.0,0.1411768943071365,0.0,4.7840352058410645
384,,5.4375,0.1796875,0.0,-1.0,,1774996971.7903447,0.0326678059063851,31.37908172607422,4.232395440340042e-05,11.0,4.11066514161007e-09,0.0,1e-06,-0.0359254367649555,27869.0,0.0,13934.5,2.1919402559287846,0.1619849652051925,0.1793258151378722,32.05187196901534,3.2149034870089963,,0.0,-1.0,0.998159408569336,0.2119368410203606,-0.1103515625,,8.0,0.9999812245368958,2.0,0.0,23.9453125,4.0,5.4375,0.2872029222426902,384.0,1.2747468948364258,434.7483982673628,2.0,11.338768469984643,0.4068595381960114,8.004058239981532,-1.0,0.0068851229734718,2.0,13935.0,13.0,4.0,32.05187196901534,2.9315007850527763e-05,18.392276287078857,1e-05,0.0,0.0,0.5238054044398843,11.0,317.0,0.1408237963914871,0.0,14093.0,-3.3897910118103027,169.0,0.0,0.0948849989799782,0.0,0.0146844260161742,0.9375,0.0,0.0016005096513254,0.1861643042648211,-0.0237459064592258,-0.0359254367649555,52.27360153198242,0.0786515574986108,3.779748859931715,103.42578125,0.1153576908754887,169.0,29.761579513549805,1.006503589451313e-05,0.03759765625,0.001,-1.0,7826.168731453,13934.0,13776.0,0.2119368410203606,,0.0,0.0011721915356268,1.0,0.5877996683120728,,,0.0,70.0,0.729137122980319,2.7194321929709986,0.0,0.1729561984539032,0.0007440476329065,4.0323100090026855
385,0.0742987111448066,5.4453125,0.16015625,0.0,-1.0,2.0,1774997016.1606295,0.0330101839499548,29.085362195968628,8.668098598718643e-05,10.0,1.7103198024503996e-10,0.0,1e-06,-0.024913340806961,27738.0,0.0,13869.0,2.1953564810100943,0.1524477303028106,0.1756554179391969,41.68275093403645,3.2241938980296254,2.681512012029998,0.0,-1.0,0.9982388615608216,0.2154938110616058,-0.10693359375,2.0,8.0,1.0008317232131958,2.0,0.0,23.9453125,4.0,5.4453125,0.2868863450173173,385.0,1.35923171043396,332.7275597032425,2.0,11.366796611924656,0.4097914994565093,7.957653438090347,-1.0,0.0128373494371771,2.0,13869.0,13.0,4.0,41.68275093403645,2.833292819559574e-05,18.392276287078857,1e-05,0.0,0.0,0.5247471836553231,10.0,270.0,0.1334735304117202,0.0,14004.0,-3.62067985534668,117.0,0.0,0.1063960900064557,0.0,0.0192849721061065,0.87890625,0.0,0.0015495721770548,0.1209886017895769,0.1957168047083541,-0.0249133482575416,52.28396987915039,0.0791461706327094,3.780024669016712,102.90625,0.1162374323321661,151.0,13.07211208343506,1.0094954632222652e-05,0.06103515625,0.001,-1.0,7858.06038364,13869.0,13734.0,0.2154938110616058,2.0,0.0,0.0011900708035891,1.0,0.5916376113891602,0.0742987111448066,9.821054926957004,0.0,68.0,0.7314975740155205,2.531960346037522,0.0,0.1527692377567291,0.0015825320733711,4.2298431396484375
386,,5.328125,0.15625,0.0,-1.0,,1774997048.0522726,0.033008711063303,25.311978816986084,4.150299355387688e-05,10.0,-1.5381843354589364e-08,0.0,1e-06,-0.0292010605335235,27239.0,0.0,13619.5,2.224314267979935,0.13342846930027,0.1623286470526181,31.88576350302901,3.2315262119518597,,0.0,-1.0,0.9985512495040894,0.2006194839486852,0.020263671875,,8.0,0.9999869465827942,2.0,0.0,23.9453125,4.0,5.328125,0.292273501010386,386.0,1.3597110509872437,427.1341973262207,2.0,11.316833797027355,0.4154643634871822,7.961237894021906,-1.0,0.0039218103629536,2.0,13620.0,13.0,4.0,31.88576350302901,2.963491715490818e-05,18.392276287078857,1e-05,0.0,0.0,0.501570448687688,10.0,355.0,0.1257086843252182,0.0,13797.0,-4.567342758178711,84.0,0.0,0.0432381649734452,0.0,0.0101333075435832,1.1328125,0.0,-0.0019352175977473,0.1109872349406941,0.0697789645455486,-0.0292010642588138,52.515869140625,0.0816591750056879,3.804712948971428,101.07421875,0.1186360076343426,168.0,15.338414445519447,1.4342018403112888e-05,0.1943359375,0.001,-1.0,7890.12518139,13619.0,13442.0,0.2006194839486852,,0.0,0.0012118180206065,1.0,0.6492235660552979,,,0.0,71.0,0.6841420920100063,2.586913333972916,0.0,0.1491438597440719,0.0006793478387407,4.75715970993042
387,,5.3359375,0.14453125,0.0,-1.0,,1774997080.1171038,0.03228180995211,57.366252183914185,4.149298183619976e-05,9.0,-1.7453775924547443e-10,0.0,1e-06,-0.0228856988251209,28115.0,0.0,14057.5,2.196459177066572,0.1317030489444732,0.18142303758259,32.04187709803227,3.2286856579594314,,0.0,-1.0,0.9975051879882812,0.2151163229718804,-0.1650390625,,8.0,0.999974489212036,2.0,0.0,23.9453125,4.0,5.3359375,0.2847094539920288,387.0,1.3516396284103394,438.7227364049557,2.0,11.319286131998524,0.4026066559487293,8.004606298985891,-1.0,0.0348099864204414,2.0,14058.0,13.0,4.0,32.04187709803227,8.136301767081022e-05,18.392276287078857,1e-05,0.0,0.0,0.5334834136119273,9.0,597.0,0.1408369839191436,0.0,14356.0,-4.22069787979126,111.0,0.0,0.0610455370042473,0.0,0.0113817717065103,0.83984375,0.0,-0.0061032587618683,0.1111663724768732,0.1566997157060541,-0.022885700687766,52.51216125488281,0.0781241037548131,3.7839450140018016,104.48828125,0.1148385437652296,179.0,15.13374960422516,9.894953109323978e-06,0.0191650390625,0.001,-1.0,7922.143965065,14057.0,13759.0,0.2151163229718804,,0.0,0.0011482059381863,1.0,0.632867157459259,,,0.0,62.0,0.7287383429938927,2.7059551359852776,0.0,0.1373927742242813,0.0014384920941665,4.829826354980469
388,,5.7109375,0.1640625,0.0,-1.0,,1774997112.1357515,0.0277455340838059,42.85377168655396,5.944003351032734e-05,57.0,8.316927591067724e-09,0.0,1e-06,-0.0250285863876342,28385.0,0.0,14192.5,2.1963719160994515,0.151217371225357,0.1795090792334122,32.01231600600295,3.271271353005432,,0.0,-1.0,1.0011491775512695,0.3204901890130713,0.0654296875,,57.0,1.0024749040603638,2.0,0.0,23.9453125,4.0,5.7109375,0.280671709950279,388.0,1.2033931016921997,443.3449925128386,2.0,11.32506706204731,0.3989806962144552,7.96686648693867,-1.0,-0.161067916866159,2.0,14193.0,13.0,4.0,32.01231600600295,3.0385912396013737e-05,18.392276287078857,1e-05,0.0,0.0,0.5380884466645666,57.0,91.0,0.2117509692907333,0.0,14238.0,-3.5988540649414062,108.0,0.0,0.0578300380147993,0.0,0.0239542232011444,1.0703125,0.0,0.0032556382102484,0.1397345474215399,0.1716214892803691,-0.0250285863876342,52.52253723144531,0.0773779079126105,3.784360163961537,105.16796875,0.115246480641375,216.0,15.60300189256668,1.1197058483958244e-05,0.310546875,0.001,-1.0,7954.542893875,14192.0,14147.0,0.3204901890130713,,0.0,0.0009774716957479,1.0,0.5162314176559448,,,0.0,68.0,0.7866853090235963,2.6121857999823987,0.0,0.1574006229639053,0.0,3.889259099960327
389,,6.015625,0.171875,0.0,-1.0,,1774997144.5346503,0.0321678260806947,35.534353256225586,6.0752034187316895e-05,162.0,-1.3747772698025076e-07,0.0,1e-06,-0.0256195068359375,28240.0,0.0,14120.0,2.19460601801984,0.1464498788118362,0.1796370107704206,32.39250916510355,3.214135585934855,,0.0,-1.0,0.9986591935157776,0.5812773660290986,-0.29296875,,162.0,0.9999772310256958,2.0,0.0,23.9453125,4.0,6.015625,0.2823843015926737,389.0,1.3334145545959473,435.9032493602403,2.0,11.377253895974718,0.402877262605337,7.974532676977105,-1.0,-0.0458063939586281,2.0,14136.0,13.0,4.0,32.39250916510355,4.015001468360424e-05,18.392276287078857,1e-05,0.0,0.0,0.7246951863635331,162.0,364.0,0.3666118681430816,0.0,14302.0,-3.9138433933258057,97.0,0.0,0.1110722318990156,0.0,0.0159493532846681,0.81640625,0.0,0.004764265626818,0.1701850032259244,-8.64469948282931e-05,-0.0256195235997438,52.51783752441406,0.0777126776919206,3.7844416209263727,104.296875,0.1138149995019424,177.0,26.02783417701721,9.584007784724236e-06,-0.07373046875,0.001,-1.0,7997.91424008,14104.0,13938.0,0.5812773660290986,,0.0,0.0011390873258036,1.0,0.6273843050003052,,,0.0,68.0,1.116030586999841,2.6573250700021163,0.0,0.1646769046783447,0.0007812500116415,4.414468765258789
