step,solve_rate,response_length,reward,kl_div,timing_s/agent_loop/slowest/num_preempted,val-aux/num_turns/min,_timestamp,timing_s/adv,actor/grad_norm,timing_s/stop_profile,response_length_non_aborted/max,critic/advantages/mean,response_length/clip_ratio,actor/lr,critic/returns/min,perf/total_num_tokens,timing_s/agent_loop/tool_calls/min,global_seqlen/mean,timing_s/values,critic/returns/mean,timing_s/agent_loop/generate_sequences/mean,perf/time_per_step,timing_s/ref,timing_s/testing,perf/mfu/actor_infer,timing_s/agent_loop/num_preempted/mean,critic/rewards/max,timing_s/agent_loop/generate_sequences/max,critic/values/min,val-aux/num_turns/mean,timing_s/agent_loop/slowest/response_length,critic/returns/max,num_turns/max,prompt_length/clip_ratio,perf/max_memory_reserved_gb,response_length_non_aborted/min,response_length_non_aborted/mean,timing_per_token_ms/update_critic,_step,actor/reward_kl_penalty,perf/throughput,num_turns/mean,timing_s/update_actor,timing_per_token_ms/update_actor,timing_s/update_critic,timing_s/agent_loop/num_preempted/max,actor/pg_loss,num_turns/min,global_seqlen/balanced_max,training/epoch,response_length/min,timing_s/step,timing_s/start_profile,perf/max_memory_allocated_gb,critic/lr,timing_s/agent_loop/slowest/tool_calls,response_length_non_aborted/clip_ratio,timing_per_token_ms/gen,response_length/max,global_seqlen/minmax_diff,actor/entropy,response/aborted_ratio,global_seqlen/max,critic/advantages/min,timing_s/agent_loop/slowest/prompt_length,critic/score/min,timing_s/agent_loop/generate_sequences/min,timing_s/agent_loop/tool_calls/mean,actor/pg_clipfrac,critic/values/max,timing_s/agent_loop/tool_calls/max,actor/ppo_kl,critic/vf_loss,critic/vpred_mean,critic/rewards/min,perf/cpu_memory_used_gb,timing_per_token_ms/values,timing_s/old_log_prob,prompt_length/mean,timing_per_token_ms/ref,prompt_length/max,critic/grad_norm,timing_s/reward,critic/values/mean,actor/reward_kl_penalty_coeff,timing_s/agent_loop/num_preempted/min,_runtime,global_seqlen/balanced_min,global_seqlen/min,timing_s/agent_loop/slowest/generate_sequences,val-aux/num_turns/max,perf/mfu/critic,timing_per_token_ms/adv,critic/score/max,critic/vf_explained_var,val-aux/openai/gsm8k/reward/mean@1,timing_s/save_checkpoint,perf/mfu/actor,prompt_length/min,timing_s/gen,timing_s/update_weights,critic/vf_clipfrac,critic/rewards/mean,actor/pg_clipfrac_lower,critic/advantages/max
238,,5.61328125,0.10546875,0.0,-1.0,,1774991954.462382,0.0365425989730283,33.234007835388184,4.38569113612175e-05,83.0,-3.1855510229661383e-08,0.0,1e-06,-0.0305009260773658,27539.0,0.0,13769.5,2.205877002910711,0.0866663679480552,0.1900016807371685,32.45458531600889,3.219570429995656,,0.0,-1.0,0.9975244998931884,0.3682515430264175,-0.1328125,,83.0,0.9999902248382568,2.0,0.0,23.9453125,2.0,5.61328125,0.2887173176611977,238.0,1.1778664588928225,424.2697870247602,2.0,11.364850321086124,0.4126820262568039,7.950986211071722,-1.0,-0.0648073819465935,2.0,13770.0,8.0,2.0,32.45458531600889,4.874402657151222e-05,18.392276287078857,1e-05,0.0,0.0,0.6063199596720629,83.0,85.0,0.4203059673309326,0.0,13812.0,-1.8723655939102173,74.0,0.0,0.0909655450377613,0.0,0.0164436277118511,1.078125,0.0,0.0013080283251838,0.1407092843437567,0.1450707248986873,-0.0305009167641401,52.054141998291016,0.0801001126733255,3.883461804012768,101.9609375,0.1169094894511658,194.0,11.569658517837524,1.1576921679079533e-05,0.181640625,0.001,-1.0,2797.29685909,13769.0,13727.0,0.3682515430264175,,0.0,0.0013269399387424,1.0,0.2334340214729309,,,0.0,67.0,0.8712817820487544,2.885502872057259,0.0,0.0993036404252052,0.0023447271669283,4.687321662902832
239,,5.9375,0.1171875,0.0,-1.0,,1774991987.288687,0.0299813060555607,57.55101442337036,4.627997986972332e-05,152.0,-3.623334876579065e-08,0.0,1e-06,-0.0231808722019195,28391.0,0.0,14195.5,2.1986380969174206,0.09613648802042,0.1779826857173247,32.8160873670131,3.24691676790826,,0.0,-1.0,0.999641180038452,0.5555485249496996,-0.2451171875,,152.0,1.0005797147750854,2.0,0.0,23.9453125,4.0,5.9375,0.2816969960922255,239.0,1.2346287965774536,432.5774685214116,2.0,11.388954347930849,0.4011466432295744,7.997659416054375,-1.0,0.0014529674081131,2.0,14199.0,8.0,4.0,32.8160873670131,3.379094414412975e-05,18.392276287078857,1e-05,0.0,0.0,0.728541565139925,152.0,359.0,0.247894212603569,0.0,14375.0,-3.810523271560669,92.0,0.0,0.0279769370099529,0.0,0.0143191821989603,0.9296875,0.0,-0.0003624583750934,0.1494110269632074,0.1123516026200377,-0.0231807753443717,52.07716751098633,0.0774413756795259,3.8024784739827737,104.96484375,0.1143642974149646,179.0,12.373901724815369,1.0336050763726234e-05,-0.02490234375,0.001,-1.0,2843.538912241,14192.0,14016.0,0.5555485249496996,,0.0,0.0010560144431531,1.0,0.3187872767448425,,,0.0,72.0,1.107383179012686,2.9825979430461302,0.0,0.1105303019285202,0.0007102272938936,4.093239784240723
240,0.0803639120545868,5.4609375,0.14453125,0.0,-1.0,2.0,1774992033.5307417,0.0360658050049096,29.914769172668457,7.436308078467846e-05,15.0,-3.0697671071777677e-09,0.0,1e-06,-0.0284525752067565,27992.0,0.0,13996.0,2.20618617197033,0.1320326179265976,0.1861430554686194,44.13339884090237,3.2316343329148367,2.097291007987224,0.0,-1.0,0.9977848529815674,0.2355738290352746,-0.053466796875,2.0,8.0,0.9999929070472716,2.0,0.0,23.9453125,4.0,5.4609375,0.2860148678552764,240.0,1.2318263053894043,317.12943864701066,2.0,11.35195823898539,0.4055429493778719,8.006128181004897,-1.0,0.0228571303887292,2.0,13996.0,8.0,4.0,44.13339884090237,3.15479701384902e-05,18.392276287078857,1e-05,0.0,0.0,0.5951017395823724,15.0,794.0,0.1831595599651336,0.0,14393.0,-1.994076132774353,99.0,0.0,0.1327559939818456,0.0,0.0274726642528548,0.8984375,0.0,0.0118799159263289,0.1958317789249122,0.0634679748982307,-0.0284525901079177,52.07329940795898,0.0788148818223181,3.814887504908256,103.8828125,0.1154484971747226,183.0,17.906836986541748,1.0426039807498457e-05,0.1669921875,0.001,-1.0,2876.119821863,13996.0,13599.0,0.2355738290352746,2.0,0.0,0.0012884325880576,1.0,0.2537676095962524,0.0803639120545868,11.915141292032786,0.0,67.0,0.8319522319361567,2.692913791979663,0.0,0.1378819197416305,0.0006793478387407,3.228616952896118
241,,5.9296875,0.109375,0.0,-1.0,,1774992066.1116896,0.0371752799255773,31.030707597732544,4.288495983928442e-05,101.0,-4.4919442387936215e-08,0.0,1e-06,-0.0305183082818985,27972.0,0.0,13986.0,2.20121103792917,0.0893007889389991,0.1870606765564844,32.560374338994734,3.244790875934996,,0.0,-1.0,0.9983094334602356,0.4174692570231855,-0.027099609375,,101.0,1.0002098083496094,2.0,0.0,23.9453125,4.0,5.9296875,0.286474063493977,241.0,1.2758312225341797,429.540516162008,2.0,11.351675407961013,0.4058228016574078,8.013252504053526,-1.0,-0.1392222019494511,2.0,13986.0,8.0,4.0,32.560374338994734,7.601501420140266e-05,18.392276287078857,1e-05,0.0,0.0,0.6391341752453666,101.0,132.0,0.3051422536373138,0.0,14052.0,-2.50883150100708,73.0,0.0,0.0317252619424834,0.0,0.019744831661228,0.92578125,0.0,0.0049933055630901,0.148109584552003,0.1821029114980774,-0.0305182989686727,52.2039680480957,0.0786933732993411,3.8068798900349066,103.3359375,0.1160013898160659,232.0,14.407038927078249,1.9359984435141087e-05,0.20703125,0.001,-1.0,2908.130440159,13986.0,13920.0,0.4174692570231855,,0.0,0.0013290175863569,1.0,0.2952079176902771,,,0.0,64.0,0.9702056780224666,2.8847420889651403,0.0,0.102467194199562,0.0014957265229895,4.428136348724365
242,,5.47265625,0.12109375,0.0,-1.0,,1774992098.122295,0.0376361929811537,24.740222692489624,4.61899908259511e-05,12.0,-6.126387575022818e-08,0.0,1e-06,-0.0245639681816101,27283.0,0.0,13641.5,2.198084129020572,0.1047845110297203,0.1874121923297025,32.004840829991736,3.234193351934664,,0.0,-1.0,0.99982887506485,0.2336384729715064,-0.357421875,,12.0,1.0004329681396484,2.0,0.0,23.9453125,2.0,5.47265625,0.292071050139101,242.0,1.1875321865081787,426.2323962947677,2.0,11.315919062006287,0.4147608057034155,7.968574460945092,-1.0,-0.0023401933722198,2.0,13642.0,8.0,2.0,32.004840829991736,3.319105599075556e-05,18.392276287078857,1e-05,0.0,0.0,0.5362307508911494,12.0,169.0,0.1922221928834915,0.0,13726.0,-2.4034903049468994,125.0,0.0,0.1217308040941134,0.0,0.0206361792515963,0.7109375,0.0,0.0047374286978083,0.3278301111422479,-0.1842349054059013,-0.0245639644563198,52.18452072143555,0.0805660715104853,3.7953974830452353,101.1015625,0.118542438585737,181.0,51.77113056182861,1.0685995221138e-05,-0.1435546875,0.001,-1.0,2940.503839222,13641.0,13557.0,0.2336384729715064,,0.0,0.0013794741407159,1.0,0.2303419709205627,,,0.0,70.0,0.7512592819985002,2.646148486994207,0.0,0.1146188527345657,0.0014384920941665,3.594722032546997
243,,5.546875,0.15625,0.0,-1.0,,1774992130.4944663,0.0360567170428112,44.27531337738037,4.263501614332199e-05,10.0,-5.104172373648908e-08,0.0,1e-06,-0.0265739262104034,28683.0,0.0,14341.5,2.247968745068647,0.1415413916110992,0.1904364234073909,32.36139157903381,3.2353714579949155,,0.0,-1.0,0.998526692390442,0.2291302059311419,-0.1787109375,,10.0,1.0000852346420288,2.0,0.0,23.9453125,4.0,5.546875,0.2782974039337771,243.0,1.1607744693756104,443.1669746022765,2.0,11.450227044988424,0.3991990741898833,7.982404437032528,-1.0,0.0076290438883006,2.0,14342.0,8.0,4.0,32.36139157903381,4.297494888305664e-05,18.392276287078857,1e-05,0.0,0.0,0.5541806761011429,10.0,819.0,0.1940589845180511,0.0,14751.0,-2.506889820098877,79.0,0.0,0.0748145380057394,0.0,0.0227876095450483,1.0234375,0.0,0.0025125255488092,0.2696046773635316,0.2938812888314714,-0.0265739187598228,52.1767807006836,0.0783728600588727,3.8164133259560913,106.49609375,0.112797526688105,256.0,34.90916728973389,9.75397415459156e-06,0.0390625,0.001,-1.0,2972.782630789,14341.0,13932.0,0.2291302059311419,,0.0,0.0012570762138831,1.0,0.2713950872421264,,,0.0,68.0,0.7869365600636229,2.7508982829749584,0.0006510416860692,0.1499342620372772,0.0,3.380034923553467
244,,5.83203125,0.16015625,0.0,-1.0,,1774992162.7745428,0.0328994690207764,43.49107885360718,4.401605110615492e-05,73.0,7.5533819199336e-08,0.0,1e-06,-0.0220623612403869,27746.0,0.0,13873.0,2.198613206972368,0.1374943405389785,0.1855013433046224,32.2505698549794,3.267593610100448,,0.0,-1.0,1.000594973564148,0.3481044829823077,0.1279296875,,73.0,1.000967264175415,2.0,0.0,23.9453125,4.0,5.83203125,0.2875806359121527,244.0,1.2009752988815308,430.1629416901,2.0,11.35275395703502,0.4091672297641108,7.97921232401859,-1.0,-0.0608938017394393,2.0,13873.0,8.0,4.0,32.2505698549794,8.067302405834198e-05,18.392276287078857,1e-05,0.0,0.0,0.5887436798392569,73.0,284.0,0.3063049018383026,0.0,14015.0,-3.656189441680908,134.0,0.0,0.0624423630069941,0.0,0.01903486053925,1.4765625,0.0,0.0008082005606411,0.2135677898186259,0.1675276906462386,-0.0220623612403869,52.182865142822266,0.079240726842513,3.794100253027864,102.55078125,0.1177680966662022,170.0,24.185001730918884,1.3079028576612473e-05,0.400390625,0.001,-1.0,3018.164780077,13873.0,13731.0,0.3481044829823077,,0.0,0.0011857373682972,1.0,0.3321007490158081,,,0.0,63.0,0.8789943140000105,2.69758723594714,0.0069031834718771,0.1534383893013,0.0,3.815095663070679
245,0.0750568612585291,5.5078125,0.12109375,0.0,-1.0,2.0,1774992208.1565862,0.038667254964821,27.37809991836548,8.449796587228775e-05,10.0,7.642921673323144e-08,0.0,1e-06,-0.0307041630148887,28399.0,0.0,14199.5,2.219237352022901,0.106486402451992,0.1921321924896801,43.39613448793534,3.2794373439392075,1.9792441320605576,0.0,-1.0,0.9986892342567444,0.2368837270187214,-0.30859375,2.0,10.0,1.0000019073486328,2.0,0.0,23.9453125,4.0,5.5078125,0.2815347207657545,245.0,1.2580039501190186,327.2065626939108,2.0,11.382521008956246,0.4008071061993818,7.995304535026662,-1.0,0.0201583433663472,2.0,14200.0,8.0,4.0,43.39613448793534,3.302993718534708e-05,18.392276287078857,1e-05,0.0,0.0,0.5383146929237596,10.0,97.0,0.2225204110145568,0.0,14248.0,-2.3079211711883545,76.0,0.0,0.1031495730858296,0.0,0.0150307114818133,0.8046875,0.0,0.0051895991200581,0.1648431877838447,0.0564292484268662,-0.0307041704654693,52.20575714111328,0.0781449118639001,3.805808657896705,105.42578125,0.1154772120123669,211.0,22.16251838207245,1.5633064322173595e-05,-0.08935546875,0.001,-1.0,3050.516796062,14199.0,14151.0,0.2368837270187214,2.0,0.0,0.0013615710047825,1.0,0.3864442706108093,0.0750568612585291,11.081362690078096,0.0,69.0,0.7590237170225009,2.784665011917241,0.0,0.1141832843422889,0.0,4.219621181488037
246,,5.35546875,0.12890625,0.0,-1.0,,1774992240.5087626,0.04017373197712,35.522979497909546,4.559895023703575e-05,9.0,-6.7821477323093404e-09,0.0,1e-06,-0.025317832827568,27972.0,0.0,13986.0,2.204064463032409,0.1247604340314865,0.1729103934462728,32.342731780023314,3.229624629952013,,0.0,-1.0,0.9992848634719848,0.2390525810187682,-0.09716796875,,8.0,1.0031698942184448,2.0,0.0,23.9453125,4.0,5.35546875,0.2853209986436665,246.0,1.326301336288452,432.4310047501472,2.0,11.344602478900924,0.4055699441906522,7.98099897406064,-1.0,0.0210709035163745,2.0,13986.0,8.0,4.0,32.342731780023314,2.9484042897820476e-05,18.392276287078857,1e-05,0.0,0.0,0.5579771210604574,9.0,190.0,0.1941443532705307,0.0,14081.0,-2.533492088317871,103.0,0.0,0.0638234819052741,0.0,0.0150910019874572,1.125,0.0,0.0013810336686219,0.1514225459832232,0.0696096899264375,-0.025317832827568,52.19176864624024,0.0787953833487919,3.8244874039664873,103.91015625,0.1154591959799804,206.0,12.797415494918823,1.2248987331986427e-05,0.1572265625,0.001,-1.0,3082.591508847,13986.0,13891.0,0.2390525810187682,,0.0,0.0014362123543943,1.0,0.3851674795150757,,,0.0,67.0,0.764986632973887,2.921074465964921,0.0,0.1218676194548606,0.0015325957210734,3.74442720413208
247,,5.4140625,0.14453125,0.0,-1.0,,1774992272.579724,0.0361817909870296,34.25869274139404,4.6940986067056656e-05,9.0,2.511479912925552e-08,0.0,1e-06,-0.0262307673692703,27634.0,0.0,13817.0,2.1967434759717435,0.1285204440355301,0.1804782109843472,32.064898567972705,3.2193467559991404,,0.0,-1.0,0.998737931251526,0.2393841530429199,-0.009033203125,,8.0,0.999980092048645,2.0,0.0,23.9453125,4.0,5.4140625,0.2880202850078916,247.0,1.2754008769989014,430.9073353439763,2.0,11.304357287939638,0.4090742305833262,7.9591525559080765,-1.0,-0.0198715285368962,2.0,13817.0,8.0,4.0,32.064898567972705,3.271992318332195e-05,18.392276287078857,1e-05,0.0,0.0,0.5784090375695727,9.0,482.0,0.2020154297351837,0.0,14058.0,-2.11555290222168,96.0,0.0,0.0635596170322969,0.0,0.0207143641891889,1.1640625,0.0,0.001240508419869,0.2243893676204607,0.3109440952539444,-0.0262307729572057,52.21730422973633,0.0794942272552559,3.776982373092324,102.53125,0.1164994845479894,180.0,31.32588240504265,7.882015779614449e-06,0.2041015625,0.001,-1.0,3114.858381075,13817.0,13576.0,0.2393841530429199,,0.0,0.0013093215237399,1.0,0.4023473858833313,,,0.0,68.0,0.8016749260714278,2.72521421907004,0.0,0.1376772373914718,0.0007621950935572,3.858366966247559
248,,5.421875,0.11328125,0.0,-1.0,,1774992304.8494408,0.0362611789023503,37.584330558776855,4.622002597898245e-05,14.0,-1.8207758856192413e-08,0.0,1e-06,-0.0260377079248428,27787.0,0.0,13893.5,2.1979604880325496,0.106109544634819,0.1818010603278708,32.26384677400347,3.232406855095178,,0.0,-1.0,0.9982471466064452,0.2231706029269844,-0.095703125,,6.0,0.9999772310256958,2.0,0.0,23.9453125,4.0,5.421875,0.287512657823143,248.0,1.246164321899414,430.62131113251695,2.0,11.417603667010551,0.4108973141040973,7.989114222931676,-1.0,0.0089429832296445,2.0,13894.0,8.0,4.0,32.26384677400347,3.166799433529377e-05,18.392276287078857,1e-05,0.0,0.0,0.5576272982559154,14.0,397.0,0.2041282504796981,0.0,14092.0,-3.5135860443115234,92.0,0.0,0.0590803759405389,0.0,0.0133502556709572,1.1171875,0.0,0.0012416399167705,0.2641582180513069,-0.023198026814498,-0.0260377004742622,52.17585754394531,0.079100316264172,3.799908743007109,103.12109375,0.1163280258788346,178.0,33.25564908981323,1.0915915481746197e-05,0.17578125,0.001,-1.0,3147.041561411,13893.0,13695.0,0.2231706029269844,,0.0,0.0013049691907132,1.0,0.0922738909721374,,,0.0,66.0,0.7739866899792105,2.7616019500419497,0.0,0.106529377400875,0.0,3.572869777679444
249,,5.546875,0.10546875,0.0,-1.0,,1774992337.033291,0.0240235679084435,34.271385192871094,4.648009780794382e-05,10.0,-5.372812861281773e-09,0.0,1e-06,-0.0360833927989006,27512.0,0.0,13756.0,2.224016804015264,0.0930464267730712,0.1836484387599739,32.17416488996241,3.231220177956857,,0.0,-1.0,0.9998915195465088,0.2190481619909405,-0.33203125,,6.0,1.0000276565551758,2.0,0.0,23.9453125,4.0,5.546875,0.2903292916905255,249.0,1.2811074256896973,427.5480046505123,2.0,11.354800589033404,0.4127217428407023,7.987539472989738,-1.0,-0.0027426561282482,2.0,13756.0,8.0,4.0,32.17416488996241,3.6224955692887306e-05,18.392276287078857,1e-05,0.0,0.0,0.5266281640858875,10.0,296.0,0.2334940135478973,0.0,13904.0,-2.4831833839416504,78.0,0.0,0.0536383390426635,0.0,0.0143551740329712,0.9453125,0.0,0.0016795711835584,0.1589634236588608,0.0871652009664103,-0.03608338534832,52.19126129150391,0.0808380635364664,3.79598277201876,101.921875,0.1174476656715926,199.0,13.07864761352539,1.044594682753086e-05,-0.058837890625,0.001,-1.0,3192.674154363,13756.0,13608.0,0.2190481619909405,,0.0,0.0008732032534328,1.0,0.2253702282905578,,,0.0,65.0,0.7478119930019602,2.764288355014287,0.0,0.0984763130545616,0.0,3.980092287063599
250,0.0750568612585291,5.53125,0.11328125,0.0,-1.0,2.0,1774992382.665962,0.0367233640281483,32.74122762680054,6.76220515742898e-05,16.0,-1.9194716927017907e-08,0.0,1e-06,-0.0229376256465911,28463.0,0.0,14231.5,2.2089695769827813,0.0977468565106391,0.1985866266045377,43.55744552798569,3.307318356004544,2.067539981100708,0.0,-1.0,0.9992468953132628,0.2614819399314001,-0.26171875,2.0,8.0,1.000033617019653,2.0,0.0,23.9453125,3.0,5.53125,0.2806173807066792,250.0,1.2377405166625977,326.729444931665,2.0,11.375659413984977,0.399664807433685,7.98721250705421,-1.0,-0.0391507589229149,2.0,14232.0,8.0,3.0,43.55744552798569,3.4581986255943775e-05,18.392276287078857,1e-05,0.0,0.0,0.5730010233168348,16.0,689.0,0.2531837224960327,0.0,14576.0,-3.2635691165924072,164.0,0.0,0.1486809330526739,0.0,0.012192897091154,0.9453125,0.0,0.0036370832094689,0.1932759021874517,0.0282526403416341,-0.0229376219213008,52.2470588684082,0.0776084592974311,3.791659156093374,105.65234375,0.1161971104944856,202.0,21.832976579666138,1.2930016964673996e-05,-0.00439453125,0.001,-1.0,3224.808964819,14231.0,13887.0,0.2614819399314001,2.0,0.0,0.001290214103508,1.0,0.1146137714385986,0.0750568612585291,11.09881897608284,0.0,66.0,0.8113694490166381,2.895467720925808,0.0,0.1065944284200668,0.0,3.841093063354492
251,,5.5078125,0.125,0.0,-1.0,,1774992414.798659,0.0369175240630283,32.365851402282715,4.6761007979512215e-05,9.0,4.3287343487463665e-08,0.0,1e-06,-0.0281964242458343,28469.0,0.0,14234.5,2.2122677610022947,0.1101941391825676,0.1853164553367605,32.12616492097732,3.2260287740500644,,0.0,-1.0,0.9984148144721984,0.2352668909588828,-0.0115966796875,,9.0,1.0006219148635864,2.0,0.0,23.9453125,4.0,5.5078125,0.2789994110780693,251.0,1.2299880981445312,443.0812091954787,2.0,11.301859277067706,0.3969882776728268,7.942834233981557,-1.0,-0.0245963805355131,2.0,14235.0,8.0,4.0,32.12616492097732,2.7291011065244675e-05,18.392276287078857,1e-05,0.0,0.0,0.5479161610252204,9.0,131.0,0.2293626964092254,0.0,14300.0,-2.0519559383392334,79.0,0.0,0.0389974650461226,0.0,0.0180312600568868,1.0234375,0.0,0.0006179634692671,0.1709028049408516,0.1021572963754806,-0.0281964112073183,52.27309799194336,0.0777079546525095,3.871566771995276,105.69921875,0.1133172494309622,182.0,12.076107621192932,1.288007479161024e-05,0.1904296875,0.001,-1.0,3257.174648719,14234.0,14169.0,0.2352668909588828,,0.0,0.0012967622348178,1.0,0.2179532647132873,,,0.0,69.0,0.7725617870455608,2.712408266030252,0.0,0.1182664930820465,0.0006793478387407,3.458852529525757
252,,5.6640625,0.1484375,0.0,-1.0,,1774992447.1665845,0.0376581429736688,24.09848260879517,4.593899939209223e-05,37.0,-1.2167569174437176e-08,0.0,1e-06,-0.02258868701756,27257.0,0.0,13628.5,2.215843704994768,0.1323428004980087,0.1839950914345536,32.35271918401122,3.2495620120316744,,0.0,-1.0,0.9983561038970948,0.2594949400518089,-0.083984375,,37.0,0.9999803900718688,2.0,0.0,23.9453125,4.0,5.6640625,0.2930536956392092,252.0,1.2601693868637085,421.24743587967816,2.0,11.324524868046865,0.415472167444945,7.987764582037926,-1.0,0.0293502036947757,2.0,13629.0,8.0,4.0,32.35271918401122,7.853901479393244e-05,18.392276287078857,1e-05,0.0,0.0,0.5603952613530745,37.0,809.0,0.2180330902338028,0.0,14033.0,-1.391706109046936,132.0,0.0,0.1095196299720555,0.0,0.0222186867904383,0.921875,0.0,0.0043948647598881,0.1662322684423998,0.184859492117539,-0.0225886851549148,52.28341674804688,0.0812944823346211,3.8815363090252495,100.80859375,0.119219356936995,216.0,10.562530994415283,1.2368080206215382e-05,0.08447265625,0.001,-1.0,3289.707656861,13628.0,13224.0,0.2594949400518089,,0.0,0.001381595295655,1.0,0.3157954216003418,,,0.0,65.0,0.812573128961958,2.7886610120767727,0.0,0.1414759308099746,0.0006793478387407,3.511599540710449
253,,5.51953125,0.11328125,0.0,-1.0,,1774992479.699577,0.039219475002028,29.24323081970215,4.657101817429066e-05,11.0,-7.424216352802659e-09,0.0,1e-06,-0.0328186005353927,28119.0,0.0,14059.5,2.212940984987654,0.1037326380610466,0.1913505080806317,32.522707972093485,3.2715382910100743,,0.0,-1.0,0.9998568296432496,0.2465880489908158,-0.109375,,11.0,1.000466227531433,2.0,0.0,23.9453125,4.0,5.51953125,0.2844848516691456,253.0,1.3200725317001345,432.2979504678371,2.0,11.38947446004022,0.4050455016195532,7.999429544084705,-1.0,-0.000839406158775,2.0,14060.0,8.0,4.0,32.522707972093485,3.033597022294998e-05,18.392276287078857,1e-05,0.0,0.0,0.5897705031094858,11.0,487.0,0.2307573407888412,0.0,14303.0,-3.691223621368408,109.0,0.0,0.092932422994636,0.0,0.0266445561428554,1.0,0.0,0.0081364223078708,0.1507858547192881,0.1073548408530769,-0.0328186079859733,52.301605224609375,0.0786991352817544,3.8046564359683535,104.3203125,0.1163461819769577,217.0,7.787339389324188,1.3179960660636423e-05,0.0888671875,0.001,-1.0,3322.264489591,14059.0,13816.0,0.2465880489908158,,0.0,0.0013947677727525,1.0,0.2754228711128235,,,0.0,70.0,0.8333457208937034,2.923061398905702,0.0,0.106085255742073,0.0,3.8550891876220703
254,,5.91015625,0.12890625,0.0,-1.0,,1774992512.2564783,0.0368866820354014,25.32618761062622,4.244502633810043e-05,113.0,-1.6388321810723028e-08,0.0,1e-06,-0.0219785869121551,28265.0,0.0,14132.5,2.221941096941009,0.1107232794165611,0.19761783356671,32.54382483102381,3.2346044229343534,,0.0,-1.0,0.9995272159576416,0.438993816031143,0.0012588500976562,,113.0,0.999987781047821,2.0,0.0,23.9453125,4.0,5.91015625,0.2843834828612075,254.0,1.1619490385055542,434.26057242440606,2.0,11.393959713052029,0.4031119657899178,8.038099143072031,-1.0,0.0045812940807081,2.0,14133.0,8.0,4.0,32.54382483102381,2.975494135171175e-05,18.392276287078857,1e-05,0.0,0.0,0.6491577104860468,113.0,175.0,0.3686320781707763,0.0,14220.0,-3.1799442768096924,99.0,0.0,0.1112363670254126,0.0,0.0213941578986123,1.3125,0.0,0.0025562972496118,0.1440675995254423,0.1089597557147499,-0.021978560835123,52.33475875854492,0.0786110418164163,3.7922658470924944,104.5,0.1144385077988449,238.0,10.11629033088684,1.322000753134489e-05,0.2080078125,0.001,-1.0,3369.157351812,14132.0,14045.0,0.438993816031143,,0.0,0.0013050303214364,1.0,0.3455409407615661,,,0.0,69.0,0.9821756159653888,2.7982174321077764,0.0,0.1224542334675788,0.0,3.881927013397217
255,0.0720242608036391,5.6015625,0.18359375,0.0,-1.0,2.0,1774992559.1491213,0.0375166930025443,44.95203590393066,0.0001100769732147,13.0,2.0616390372651953e-08,0.0,1e-06,-0.0249680802226066,28366.0,0.0,14183.0,2.216220744070597,0.173920527100563,0.1934526388945414,44.86713551799767,3.243330716039054,2.0200980700319637,0.0,-1.0,0.9990880489349364,0.2519213890191167,-0.1572265625,2.0,8.0,0.999987542629242,2.0,0.0,23.9453125,4.0,5.6015625,0.2818941240218807,255.0,1.170981526374817,316.111109752276,2.0,11.360029953997582,0.4004805032079807,7.996208722004667,-1.0,0.0087210049387067,2.0,14183.0,8.0,4.0,44.86713551799767,2.6709982194006443e-05,18.392276287078857,1e-05,0.0,0.0,0.5885568095729627,13.0,300.0,0.2022977620363235,0.0,14333.0,-2.062403678894043,90.0,0.0,0.0617532369215041,0.0,0.0159859773120842,1.0078125,0.0,-0.0016572909244132,0.2122478888486512,0.1776492436183616,-0.0249680764973163,52.37623596191406,0.0781294769819712,3.817806403036229,105.203125,0.1143386700993814,183.0,13.527138233184814,1.0865973308682442e-05,0.0732421875,0.001,-1.0,3401.248768856,14183.0,14033.0,0.2519213890191167,2.0,0.0,0.0013225937038195,1.0,0.3310656547546386,0.0720242608036391,12.55939328391105,0.0,64.0,0.8439904649276286,2.724839253933169,0.0,0.1770026087760925,0.0007621950935572,3.049399375915528
256,,5.46875,0.1171875,0.0,-1.0,,1774992591.240718,0.0371650980086997,45.570480823516846,4.2274012230336666e-05,13.0,8.174350973888522e-09,0.0,1e-06,-0.0240150094032287,28038.0,0.0,14019.0,2.240283914958127,0.1036036983132362,0.1684520672188227,32.085596329998225,3.2169931969838217,,0.0,-1.0,1.0021711587905884,0.2446784049971029,-0.154296875,,13.0,1.0029010772705078,2.0,0.0,23.9453125,3.0,5.46875,0.2858405152654441,256.0,1.1388872861862185,436.925025666206,2.0,11.334300310933031,0.4042478176379567,8.014396367012523,-1.0,0.0515147609403356,2.0,14019.0,8.0,3.0,32.085596329998225,2.464710269123316e-05,18.392276287078857,1e-05,0.0,0.0,0.570777415746956,13.0,70.0,0.229225218296051,0.0,14054.0,-2.3097641468048096,95.0,0.0,0.0605026690755039,0.0,0.0203169018495827,1.125,0.0,0.0041967176130128,0.1327539628255181,0.0875603907807089,-0.0240150075405836,52.52854919433594,0.079901701796067,3.834792008041404,104.0546875,0.1147368998139604,215.0,8.741565465927124,1.2438977137207983e-05,0.0654296875,0.001,-1.0,3433.125483344,14019.0,13984.0,0.2446784049971029,,0.0,0.0013255260007382,1.0,0.3246030807495117,,,0.0,71.0,0.7990883820457384,2.5568297700956464,0.0,0.1110162585973739,0.0008012820617295,4.380786418914795
