feature_idx,freq_clean,freq_hack,hacking_score,class
37,0.012394446,0.0001226414,-0.012271805,reasoning
38,0.02911256,0.00048458308,-0.028627977,reasoning
39,0.032413222,0.0015584431,-0.030854778,reasoning
40,0.0065889843,0.00041727987,-0.0061717043,reasoning
41,0.0017538094,0.08440121,0.082647406,hacking
42,0.0025771519,0.00040232358,-0.0021748282,stable
43,0.055544216,0.0013677506,-0.054176465,reasoning
44,0.000114415445,0.10457348,0.10445906,hacking
45,0.009348416,0.0048525613,-0.0044958545,stable
46,0.0015591909,0.020311361,0.01875217,hacking
47,0.019374909,0.0010065568,-0.018368352,reasoning
48,0.0025816387,0.0015322696,-0.0010493691,stable
49,0.00047280503,0.028324926,0.027852122,hacking
50,0.050627157,0.010988369,-0.039638788,reasoning
51,0.015395609,0.001170328,-0.014225281,reasoning
52,0.0073596057,0.016315045,0.00895544,hacking
53,0.084203035,0.00504101,-0.079162024,reasoning
54,0.0005143087,0.0062479805,0.0057336716,hacking
55,0.0009343929,0.0009968352,6.244227e-05,stable
56,0.00057039474,0.0015771384,0.0010067436,stable
57,0.013771358,0.05253464,0.03876328,hacking
58,0.00039316292,0.0009863658,0.0005932029,stable
59,0.0062305946,0.0017267013,-0.004503893,stable
60,0.05791497,0.00039334982,-0.05752162,reasoning
61,0.030164175,0.04559942,0.015435245,hacking
62,1.7947521e-05,0.017989399,0.01797145,hacking
63,0.0009613141,0.051321685,0.05036037,hacking
64,0.011686641,2.2434402e-05,-0.011664206,reasoning
65,0.024817495,0.08186762,0.057050124,hacking
66,0.00063208933,0.0007149096,8.282025e-05,stable
67,0.002035922,0.0032380319,0.00120211,stable
68,0.06296103,0.09796506,0.035004035,hacking
69,8.4129e-05,0.0042767446,0.0041926154,stable
70,0.00753852,0.0040381923,-0.0035003275,stable
71,0.10111353,0.006027376,-0.09508615,reasoning
72,0.00038531085,0.09147703,0.091091715,hacking
73,0.008473474,0.0002303265,-0.008243147,reasoning
74,9.142019e-05,0.02973306,0.02964164,hacking
75,0.008884023,2.9912535e-06,-0.008881032,reasoning
76,0.0002568739,0.0003514723,9.459839e-05,stable
77,0.0012266008,0.07377403,0.07254743,hacking
78,0.008748296,0.034735184,0.025986888,hacking
79,0.009700635,0.0004479402,-0.009252695,reasoning
80,0.00083343807,0.0006236764,-0.00020976167,stable
81,0.0004806571,0.057320643,0.056839988,hacking
82,0.0022215666,0.00027220408,-0.0019493626,stable
83,0.00866697,0.042190135,0.033523165,hacking
84,0.04484637,0.0014500102,-0.04339636,reasoning
85,0.001931602,0.00013834548,-0.0017932565,stable
86,0.06391562,0.0008323163,-0.0630833,reasoning
87,0.022865143,0.060614016,0.037748873,hacking
88,0.042638827,8.225947e-06,-0.0426306,reasoning
89,0.035035808,0.01844033,-0.016595477,reasoning
90,0.0016780932,0.0057925624,0.004114469,stable
91,0.019033907,0.003282901,-0.015751006,reasoning
92,5.3842567e-05,0.03988986,0.03983602,hacking
93,0.0009130802,8.749417e-05,-0.00082558603,stable
94,0.033024002,7.25379e-05,-0.032951463,reasoning
95,0.053195894,0.04256404,-0.010631856,reasoning
96,0.057674922,0.015208281,-0.04246664,reasoning
97,0.00011721975,0.048643764,0.048526544,hacking
98,0.0706134,0.0024371238,-0.06817628,reasoning
99,0.02232279,0.0018201778,-0.020502612,reasoning
100,0.007216025,0.000569086,-0.006646939,reasoning
101,0.009845898,0.00089662825,-0.00894927,reasoning
102,0.0031032385,0.0074347607,0.004331522,stable
103,0.00093663624,0.12876,0.12782335,hacking
104,8.244643e-05,0.0016504241,0.0015679777,stable
105,0.00020134874,4.4868802e-06,-0.00019686186,stable
106,0.0002624825,0.0018448556,0.0015823732,stable
107,0.019986808,0.0340629,0.014076091,hacking
108,0.01578316,0.0786236,0.06284044,hacking
109,0.016186982,0.11100019,0.094813205,hacking
110,0.009751112,3.963411e-05,-0.009711478,reasoning
111,0.001122281,0.008935622,0.007813341,hacking
112,0.0018340125,0.0018231691,-1.0843389e-05,stable
113,0.0043472266,0.0198522,0.015504974,hacking
114,7.627696e-05,0.06663018,0.0665539,hacking
115,0.0016292984,2.0190962e-05,-0.0016091075,stable
116,0.07922877,0.07846432,-0.0007644519,stable
117,0.00019686187,0.0046708426,0.0044739805,stable
118,0.001446458,0.026032133,0.024585675,hacking
119,0.056156673,0.037741397,-0.018415276,reasoning
120,0.04245823,0.069060564,0.026602335,hacking
121,0.0006864927,0.0010559126,0.00036941987,stable
122,0.11230774,0.04390861,-0.06839913,reasoning
123,0.013578983,0.015986754,0.0024077706,stable
124,0.00028940378,0.016994806,0.016705403,hacking
125,0.00069883163,1.0469387e-05,-0.0006883622,stable
126,0.01670746,0.009663993,-0.007043467,reasoning
127,0.0006505976,0.0004651399,-0.00018545773,stable
128,0.113567434,0.011892476,-0.10167496,reasoning
129,0.025110826,0.00075304805,-0.024357777,reasoning
130,0.11651026,0.11614663,-0.0003636256,stable
131,0.011814517,0.008445057,-0.0033694599,stable
132,0.003513788,0.0003641851,-0.003149603,stable
133,0.06701604,0.0013318557,-0.065684184,reasoning
134,0.023896003,0.036431972,0.012535969,hacking
135,0.0032888833,0.05757116,0.054282278,hacking
136,0.010583429,0.004697764,-0.005885665,reasoning
137,0.042173874,0.00080315163,-0.041370723,reasoning
138,0.0005120652,4.4868802e-06,-0.0005075783,stable
139,0.0040802564,0.08969498,0.08561472,hacking
140,0.03683392,0.006910544,-0.029923376,reasoning
141,0.012557096,0.00052346935,-0.012033626,reasoning
142,0.014410739,0.0047037457,-0.009706993,reasoning
143,0.0081515405,0.0008038994,-0.007347641,reasoning
144,0.0011189157,0.0006498498,-0.0004690659,stable
145,0.00027313884,0.01592992,0.015656782,hacking
146,0.0005698338,0.00061171135,4.187756e-05,stable
147,0.00026865196,0.07402156,0.07375291,hacking
148,0.006052802,1.1965014e-05,-0.0060408367,reasoning
149,0.08389401,0.0030241571,-0.08086985,reasoning
150,0.021805117,0.0017169797,-0.020088138,reasoning
151,0.002561448,0.031327397,0.028765948,hacking
152,0.0004284971,0.017248316,0.016819818,hacking
153,0.009490314,0.08585646,0.07636615,hacking
154,8.020298e-05,0.03453253,0.034452327,hacking
155,0.027906714,0.0014171065,-0.026489608,reasoning
156,0.035191163,0.001061895,-0.03412927,reasoning
157,0.010636711,0.0002864125,-0.010350298,reasoning
158,0.009342806,0.052056786,0.042713977,hacking
159,0.00096692273,0.047967743,0.04700082,hacking
160,0.00033932034,0.0009893571,0.0006500368,stable
161,0.032315075,0.04949553,0.017180454,hacking
162,0.033539988,0.04546556,0.011925571,hacking
163,0.0036175472,0.00681931,0.003201763,stable
164,0.018170184,0.019545598,0.0013754144,stable
165,0.0006304067,2.0190962e-05,-0.00061021576,stable
166,0.00033483346,0.039904818,0.039569985,hacking
167,0.030358795,0.002200067,-0.028158728,reasoning
168,0.008818963,5.2346935e-05,-0.008766616,reasoning
169,0.004196916,0.0044906195,0.00029370375,stable
170,0.070330165,0.020484854,-0.04984531,reasoning
171,0.0028755295,0.07845834,0.07558281,hacking
172,0.0025580826,0.028962813,0.026404731,hacking
173,0.0005367431,0.00024229154,-0.00029445154,stable
174,0.0026427726,0.00044195773,-0.002200815,stable
175,8.861588e-05,0.010248783,0.010160167,hacking
176,0.00032361623,0.00038138483,5.77686e-05,stable
177,0.007226121,0.0052608675,-0.0019652536,stable
178,0.00012787609,0.002080417,0.001952541,stable
179,0.0070090676,0.015680151,0.0086710835,hacking
180,0.005237872,0.011727956,0.0064900843,hacking
181,0.013515045,0.016840009,0.003324964,stable
182,0.0010589038,0.004963985,0.0039050814,stable
183,0.005518302,0.00022135275,-0.0052969493,reasoning
184,0.0010454431,2.0190962e-05,-0.0010252522,stable
185,0.055122446,0.00024303935,-0.05487941,reasoning
186,0.0013527945,0.00020564867,-0.0011471458,stable
187,0.013534114,1.1965014e-05,-0.013522149,reasoning
188,0.0055771926,0.041782577,0.036205385,hacking
189,0.03248109,0.025856396,-0.006624693,reasoning
190,0.0003140816,0.008797277,0.008483195,hacking
191,0.00084185094,0.00024154373,-0.0006003072,stable
192,0.0033870337,0.00027594314,-0.0031110905,stable
193,0.019698525,0.03184339,0.0121448655,hacking
194,0.0055177417,0.000468879,-0.0050488627,reasoning
195,0.014070295,0.001458236,-0.012612059,reasoning
196,0.03740768,0.04093306,0.00352538,stable
197,0.034540564,0.000268465,-0.034272097,reasoning
198,0.0018542034,0.06336597,0.06151177,hacking
199,0.04466353,0.00026921282,-0.044394318,reasoning
200,0.068712644,0.012435389,-0.056277256,reasoning
201,0.00060292456,4.4868802e-06,-0.0005984377,stable
202,0.071499564,0.030186981,-0.041312583,reasoning
203,0.019541485,1.6451895e-05,-0.019525032,reasoning
204,0.05261428,2.7669093e-05,-0.05258661,reasoning
205,0.003685972,0.039051563,0.03536559,hacking
206,0.0071992,4.187755e-05,-0.0071573225,reasoning
207,0.06331661,9.123323e-05,-0.06322538,reasoning
208,0.08908308,0.00024902186,-0.08883406,reasoning
209,0.0014548709,0.0039080726,0.0024532017,stable
210,0.00054179085,0.00031707287,-0.00022471798,stable
211,0.0013942982,0.013649837,0.012255539,hacking
212,0.000416719,0.001764092,0.001347373,stable
213,0.00012675437,0.00046663557,0.0003398812,stable
214,0.0070455237,0.032906782,0.025861258,hacking
215,0.0048065707,0.0009325233,-0.0038740474,stable
216,0.0039652805,0.003558844,-0.0004064364,stable
217,0.07537398,0.00015479738,-0.07521918,reasoning
218,0.040405482,0.042505715,0.002100233,stable
219,0.0059187557,0.0009220539,-0.0049967016,stable
220,0.03978573,0.0021379984,-0.03764773,reasoning
221,0.062811844,0.070796244,0.0079844,hacking
222,0.0005221608,0.04555455,0.04503239,hacking
223,0.0024509584,0.09915332,0.09670236,hacking
224,0.079104826,0.0127876075,-0.066317216,reasoning
225,0.0071453573,0.00011142419,-0.007033933,reasoning
226,0.08904494,0.13121209,0.042167142,hacking
227,0.0007767912,0.07268298,0.07190619,hacking
228,0.02993254,0.05436155,0.024429008,hacking
229,0.086426854,0.1262481,0.039821252,hacking
230,0.0031565204,0.06793661,0.06478009,hacking
231,0.016853284,8.151166e-05,-0.016771773,reasoning
232,0.0021856718,0.01408656,0.011900889,hacking
233,0.0024217938,0.001546478,-0.00087531575,stable
234,0.013200401,3.2155975e-05,-0.013168246,reasoning
235,0.083674714,0.00054889504,-0.08312582,reasoning
236,0.006287802,0.0076658353,0.0013780333,stable
237,0.00080090814,0.0006476064,-0.00015330175,stable
238,0.029857945,1.7947521e-05,-0.029839996,reasoning
239,7.964212e-05,0.104168914,0.104089275,hacking
240,0.024377221,0.027319865,0.002942644,stable
241,2.411698e-05,0.14317562,0.1431515,hacking
242,0.0074678515,0.00042625365,-0.0070415977,reasoning
243,0.0012411833,0.0001398411,-0.0011013421,stable
244,0.004765628,0.00073210924,-0.0040335185,stable
245,0.01629018,0.001170328,-0.0151198525,reasoning
246,0.0062429328,0.021513844,0.015270911,hacking
247,0.005802097,0.0006072245,-0.005194872,reasoning
248,0.0055003543,0.017124927,0.011624573,hacking
249,0.032605037,0.0017229621,-0.030882075,reasoning
250,0.0046276567,0.00014806706,-0.0044795894,stable
251,0.014250332,0.00015704082,-0.014093291,reasoning
252,0.0001794752,0.0019764707,0.0017969955,stable
253,0.11243729,0.00054515596,-0.111892134,reasoning
254,0.0011963146,0.000108432934,-0.0010878816,stable
255,0.06380063,0.00053767784,-0.063262954,reasoning
256,0.00018732724,0.0071984516,0.0070111244,hacking
257,0.00029276893,0.00020041398,-9.235495e-05,stable
258,0.0018743942,0.046247024,0.04437263,hacking
259,0.0029361024,0.038442094,0.03550599,hacking
260,0.10268619,0.0002535087,-0.10243268,reasoning
261,0.019425388,0.00030660347,-0.019118786,reasoning
262,0.0009422449,0.00019069242,-0.00075155246,stable
263,0.038678594,0.038540058,-0.0001385361,stable
264,0.0012131402,4.5616616e-05,-0.0011675236,stable
265,0.0017347401,0.067171596,0.065436855,hacking
266,0.00010263738,0.000873446,0.0007708086,stable
267,0.00023331778,0.00011965015,-0.00011366764,stable
268,0.001150324,6.5059765e-05,-0.0010852643,stable
269,0.0007038794,0.00052272156,-0.00018115784,stable
270,8.020298e-05,0.08641058,0.08633038,hacking
271,0.03667576,0.00016227551,-0.036513485,reasoning
272,0.05847639,0.00035521135,-0.05812118,reasoning
273,0.093616515,0.00014657142,-0.09346995,reasoning
274,0.023395717,0.06897233,0.04557661,hacking
275,0.0047931103,0.0035924956,-0.0012006147,stable
276,0.03226011,0.009094159,-0.023165949,reasoning
277,0.013124686,0.0005436603,-0.012581025,reasoning
278,0.00018284038,0.0007246312,0.0005417908,stable
279,0.0012692264,0.03947931,0.038210087,hacking
280,0.0011127463,0.011052682,0.009939936,hacking
281,0.009497603,0.0018007347,-0.007696869,reasoning
282,0.0011492022,0.0010267477,-0.00012245448,stable
283,0.046243474,0.0005242172,-0.04571926,reasoning
284,7.2350944e-05,0.06295767,0.062885314,hacking
285,0.0019142153,0.0034190028,0.0015047875,stable
286,0.10133506,0.00022434402,-0.10111072,reasoning
287,0.017768046,4.4868802e-06,-0.017763559,reasoning
288,0.03898594,3.739067e-05,-0.03894855,reasoning
289,0.0070668366,0.019607667,0.01254083,hacking
290,0.0091050025,0.00091158453,-0.008193418,reasoning
291,0.0014526275,0.00014432798,-0.0013082995,stable
292,0.014957576,0.005214503,-0.009743073,reasoning
293,0.005039889,5.683382e-05,-0.004983055,stable
294,0.0008452161,0.010687001,0.009841785,hacking
295,0.0003258597,0.0038063703,0.0034805106,stable
296,0.09787961,0.011644202,-0.08623541,reasoning
297,0.021489352,0.00044195773,-0.021047395,reasoning
298,0.000749309,0.00061096356,-0.00013834547,stable
299,4.3186225e-05,0.026931003,0.026887817,hacking
300,0.029768769,0.047962505,0.018193737,hacking
301,0.02597287,0.00015479738,-0.025818072,reasoning
302,0.011329933,0.0555259,0.044195965,hacking
303,0.05726998,0.16143945,0.10416947,hacking
304,0.00014301931,0.038451817,0.0383088,hacking
305,0.041490186,0.0003634373,-0.04112675,reasoning
306,0.006372492,0.00013759766,-0.006234894,reasoning
307,0.010201483,0.0022187622,-0.007982721,reasoning
308,0.07415243,0.00012114577,-0.074031286,reasoning
309,0.00065676717,0.0008278294,0.00017106225,stable
310,0.014593578,5.0103496e-05,-0.014543475,reasoning
311,0.0006405022,0.0020572345,0.0014167323,stable
312,0.023376085,0.016822062,-0.0065540224,reasoning
313,0.006759485,0.00018246647,-0.0065770186,reasoning
314,0.00010207653,0.023706434,0.023604358,hacking
315,0.028271833,0.00019817054,-0.028073663,reasoning
316,0.020472514,0.03725831,0.016785795,hacking
317,0.0019237499,1.1965014e-05,-0.0019117849,stable
318,0.06915124,0.041123755,-0.028027482,reasoning
319,0.010240182,0.0010805904,-0.009159592,reasoning
320,0.0074297134,0.0003342726,-0.0070954408,reasoning
321,0.0059501645,0.051641006,0.045690842,hacking
322,0.007053376,0.00048009618,-0.00657328,reasoning
323,0.030483864,0.00061096356,-0.0298729,reasoning
324,0.00064891507,0.0022987782,0.0016498631,stable
325,0.04654185,0.0008487682,-0.045693085,reasoning
326,0.070294276,1.4208454e-05,-0.07028007,reasoning
327,0.00047841363,0.00062442414,0.00014601051,stable
328,0.0528218,0.01649078,-0.03633102,reasoning
329,0.010558751,0.00018171866,-0.010377033,reasoning
330,0.007919344,0.0021634242,-0.00575592,reasoning
331,0.0013617682,0.0009639315,-0.00039783673,stable
332,0.00079754303,0.0036620423,0.0028644993,stable
333,0.0011239636,0.00015180612,-0.0009721575,stable
334,0.00517169,0.00043971426,-0.004731976,stable
335,0.00013628899,0.0007313615,0.0005950725,stable
336,0.047933344,0.0019054286,-0.046027914,reasoning
337,0.002208106,0.013358191,0.011150084,hacking
338,0.0018900984,0.00046065307,-0.0014294453,stable
339,0.0017919479,0.0006947186,-0.0010972293,stable
340,0.047315277,0.026560836,-0.020754442,reasoning
341,0.014569461,0.0003193163,-0.014250145,reasoning
342,0.00066069316,0.0022628834,0.0016021902,stable
343,0.0012782002,7.4781333e-06,-0.001270722,stable
344,0.008235669,0.0016369637,-0.006598705,reasoning
345,0.004067357,0.10999737,0.105930015,hacking
346,9.198105e-05,4.1129737e-05,-5.085131e-05,stable
347,0.221533,0.03529754,-0.18623546,reasoning
348,0.01065634,0.0034317158,-0.007224624,reasoning
349,0.030225309,0.00020938774,-0.030015921,reasoning
350,0.04516606,0.0014118716,-0.04375419,reasoning
351,0.023822531,0.00020490086,-0.02361763,reasoning
352,0.00017835348,0.00033202916,0.00015367568,stable
353,0.0007650131,0.0006977099,-6.730319e-05,stable
354,0.005667491,0.00018770115,-0.00547979,reasoning
355,0.007413448,0.0017962479,-0.0056172,reasoning
356,0.0042098155,0.01937435,0.015164535,hacking
357,0.0030073316,0.0010566603,-0.0019506713,stable
358,0.00027201712,0.07135411,0.07108209,hacking
359,0.0027313884,0.0030166793,0.00028529088,stable
360,0.01983818,0.00074407435,-0.019094106,reasoning
361,0.0030275227,0.00036493293,-0.0026625898,stable
362,0.21409486,0.0020908862,-0.21200398,reasoning
363,0.010808894,0.043959465,0.03315057,hacking
364,0.0002176137,0.0069277436,0.00671013,hacking
365,0.003113895,0.058610618,0.055496722,hacking
366,0.03740768,0.14603525,0.10862757,hacking
367,0.015039462,0.00471272,-0.010326741,reasoning
368,0.0139659755,0.00015105831,-0.013814917,reasoning
369,0.005917073,0.003827309,-0.0020897642,stable
370,0.0008564333,0.00023481341,-0.00062161987,stable
371,0.0040460443,0.017697005,0.01365096,hacking
372,0.009922735,0.0018254126,-0.008097323,reasoning
373,0.005749937,0.0581567,0.05240676,hacking
374,0.013007466,0.00089214137,-0.012115324,reasoning
375,0.0044122864,0.011022021,0.0066097346,hacking
376,0.0042148633,0.0011434066,-0.0030714567,stable
377,0.00037970225,0.020912603,0.0205329,hacking
378,0.0022058627,6.0572886e-05,-0.0021452897,stable
379,0.011064086,0.00055263407,-0.010511452,reasoning
380,0.05124522,0.07549475,0.024249531,hacking
381,0.009771865,0.000101702615,-0.009670163,reasoning
382,0.009724192,0.0007926822,-0.00893151,reasoning
383,0.0006735929,0.029219313,0.02854572,hacking
384,0.034177132,3.514723e-05,-0.034141984,reasoning
385,0.040167674,7.7772595e-05,-0.0400899,reasoning
386,0.00579761,5.2346936e-06,-0.0057923757,reasoning
387,0.00032473795,0.0005945116,0.00026977368,stable
388,0.20534265,0.00067901454,-0.20466363,reasoning
389,0.00038643257,0.095855474,0.09546904,hacking
390,0.0008070776,0.011076613,0.010269536,hacking
391,0.04677685,0.04884194,0.0020650886,stable
392,0.008433092,0.0020587305,-0.006374362,reasoning
393,0.000112172005,0.06247084,0.062358666,hacking
394,0.0004565401,0.006320519,0.005863979,hacking
395,0.00011385459,0.00086596794,0.00075211335,stable
396,0.034333605,0.00017199708,-0.03416161,reasoning
397,0.0008020299,0.0060273763,0.0052253464,hacking
398,0.015458425,0.0021694067,-0.013289018,reasoning
399,0.009343367,0.001061895,-0.008281472,reasoning
400,0.0033836686,0.0038549781,0.00047130953,stable
401,0.1436329,0.02513401,-0.11849889,reasoning
402,0.017830303,0.036793914,0.01896361,hacking
403,0.0012927825,0.00030585568,-0.0009869268,stable
404,0.040837903,0.014603299,-0.026234604,reasoning
405,6.2816325e-05,5.7581634e-05,-5.2346913e-06,stable
406,0.009368607,0.003426481,-0.005942126,reasoning
407,0.08478633,0.0010387128,-0.08374762,reasoning
408,0.00028043002,0.12224207,0.12196164,hacking
409,0.004245149,0.014264539,0.01001939,hacking
410,0.00780605,0.09761208,0.089806035,hacking
411,0.00029557323,0.10154707,0.1012515,hacking
412,0.00027033454,0.049150784,0.04888045,hacking
413,0.00202807,0.08075338,0.07872531,hacking
414,0.0012350138,0.07465346,0.073418446,hacking
415,0.0015838689,0.022565268,0.0209814,hacking
416,0.046181217,0.041154414,-0.0050268024,reasoning
417,0.0025277962,0.06673935,0.064211555,hacking
418,0.03464713,0.00047037462,-0.034176756,reasoning
419,0.0057443287,0.14358091,0.13783659,hacking
420,0.01576858,0.024594089,0.008825509,hacking
421,0.050046664,0.001257822,-0.04878884,reasoning
422,0.0030937039,0.0011052681,-0.0019884356,stable
423,0.00013965415,2.4677842e-05,-0.000114976305,stable
424,0.039473332,0.00045915743,-0.039014176,reasoning
425,8.861589e-05,0.0003193163,0.00023070042,stable
426,0.0040656747,4.9355684e-05,-0.004016319,stable
427,0.09658122,0.03992052,-0.0566607,reasoning
428,0.046355642,0.00023406559,-0.046121575,reasoning
429,0.07366224,0.0019211327,-0.071741104,reasoning
430,0.029549472,0.0013699941,-0.028179478,reasoning
431,0.0026938107,0.0019473061,-0.00074650464,stable
432,0.0019899316,0.00021387462,-0.001776057,stable
433,0.014908782,0.20895253,0.19404376,hacking
434,0.001290539,0.0032066237,0.0019160847,stable
435,0.00031015562,8.824198e-05,-0.00022191365,stable
436,0.00033146827,0.03965131,0.03931984,hacking
437,0.00038699343,0.0032088673,0.0028218739,stable
438,0.00019125328,0.15248962,0.15229836,hacking
439,0.006288363,0.00032006414,-0.0059682988,reasoning
440,0.000581051,0.00610814,0.0055270893,hacking
441,0.00071677915,0.041956816,0.041240036,hacking
442,0.0007846432,0.052755248,0.051970605,hacking
443,0.0050701746,0.00018620554,-0.004883969,stable
444,0.012341165,0.00058852916,-0.011752636,reasoning
445,0.02530152,0.019874638,-0.005426882,reasoning
446,0.0027633575,0.0016990321,-0.0010643253,stable
447,0.00026472594,0.0135802915,0.013315566,hacking
448,0.0013550379,0.0003417507,-0.0010132872,stable
449,0.00069995335,0.0019069241,0.0012069708,stable
450,0.0067707025,9.871137e-05,-0.006671991,reasoning
451,0.0013269949,0.000913828,-0.00041316688,stable
452,0.0061262744,0.0027751357,-0.0033511387,stable
453,0.052915465,0.0030533222,-0.049862143,reasoning
454,0.0027571877,0.0075342194,0.004777032,stable
455,0.036046475,0.0303014,-0.0057450756,reasoning
456,0.01175731,0.00047934838,-0.011277962,reasoning
457,0.040481754,0.05900921,0.018527456,hacking
458,0.0005316953,5.0103496e-05,-0.00048159182,stable
459,0.016736623,0.0002393003,-0.016497323,reasoning
460,0.00015928425,0.0011142419,0.0009549577,stable
461,0.045424618,0.06463202,0.019207403,hacking
462,0.009322615,0.0053693,-0.0039533153,stable
463,0.04320081,0.014761835,-0.028438974,reasoning
464,0.035414945,0.0012436137,-0.03417133,reasoning
465,0.0020695738,0.14489482,0.14282525,hacking
466,0.009779717,0.0014043935,-0.008375323,reasoning
467,0.002056113,0.0022987784,0.00024266541,stable
468,0.030050322,0.0044674375,-0.025582885,reasoning
469,0.0016034989,0.001026,-0.0005774989,stable
470,0.0051739337,0.010288416,0.0051144827,hacking
471,0.0011133072,0.079235315,0.078122005,hacking
472,0.0338995,0.005021567,-0.028877934,reasoning
473,0.0012462311,0.0002512653,-0.0009949659,stable
474,0.0065486017,0.08091865,0.07437005,hacking
475,0.0010549779,0.026120372,0.025065394,hacking
476,0.00055749493,0.045309264,0.04475177,hacking
477,0.039860323,4.2625365e-05,-0.0398177,reasoning
478,0.0022378315,0.030001523,0.02776369,hacking
479,0.0015760169,0.04054046,0.038964443,hacking
480,0.0010594646,0.023695216,0.02263575,hacking
481,0.04651156,0.087672144,0.041160583,hacking
482,0.0032686924,0.00022210057,-0.0030465918,stable
483,0.0054330514,0.055048782,0.04961573,hacking
484,0.0006960273,0.036191925,0.0354959,hacking
485,0.04270164,0.0023212128,-0.040380426,reasoning
486,8.637244e-05,0.0032933701,0.0032069976,stable
487,0.02409567,2.019096e-05,-0.024075478,reasoning
488,0.002335982,0.00042625365,-0.0019097283,stable
489,0.0011895841,0.035169665,0.03398008,hacking
490,0.02193748,0.0035506182,-0.018386861,reasoning
491,0.003963598,0.0011269549,-0.0028366433,stable
492,0.06520166,0.07623135,0.0110296905,hacking
493,0.0013337252,0.007956735,0.0066230097,hacking
494,0.0029725581,0.005438846,0.002466288,stable
495,0.00028828206,2.9164721e-05,-0.00025911734,stable
496,0.06920508,0.0005189825,-0.0686861,reasoning
497,0.000937758,0.015363079,0.014425321,hacking
498,0.0021228555,0.00029837756,-0.0018244779,stable
499,0.006817815,0.0032948658,-0.003522949,stable
500,0.0014475798,0.045582965,0.044135384,hacking
501,0.0013875677,0.057583127,0.05619556,hacking
502,0.010208773,0.0010798426,-0.009128931,reasoning
503,0.0006825667,0.015478242,0.014795676,hacking
504,0.020045139,0.050511807,0.030466668,hacking
505,0.00013909329,0.0034541504,0.0033150571,stable
506,0.0054644593,7.403352e-05,-0.0053904257,reasoning
507,0.0110932505,0.0002901516,-0.010803099,reasoning
508,0.083252385,0.0063758567,-0.07687653,reasoning
509,0.0073730657,0.2065715,0.19919844,hacking
510,0.026860148,5.982507e-06,-0.026854165,reasoning
511,0.0018626163,0.018345358,0.01648274,hacking
512,0.051958077,0.00041129734,-0.05154678,reasoning
513,0.025339657,0.0008300729,-0.024509585,reasoning
514,9.085933e-05,0.023738587,0.023647727,hacking
515,0.051332716,0.0040180017,-0.047314715,reasoning
516,0.05779887,0.0017768047,-0.056022067,reasoning
517,0.0021178075,0.0013849504,-0.00073285715,stable
518,0.005367431,0.019239744,0.013872313,hacking
519,0.010708501,0.0035491223,-0.0071593784,reasoning
520,0.0008659679,0.00014208454,-0.00072388334,stable
521,0.008092089,0.0047508585,-0.00334123,stable
522,0.000468879,0.00029762974,-0.00017124927,stable
523,0.0015289045,0.10037526,0.09884635,hacking
524,9.478535e-05,0.0047007552,0.00460597,stable
525,0.0004980437,0.00046140086,-3.6642858e-05,stable
526,0.0012854913,0.00013086734,-0.0011546239,stable
527,0.017858345,0.020648623,0.0027902778,stable
528,0.033874266,0.030417308,-0.0034569576,stable
529,0.036997136,4.8607868e-05,-0.03694853,reasoning
530,0.006698912,0.06434635,0.057647437,hacking
531,7.1229224e-05,0.0062143295,0.0061431,hacking
