feature_idx,freq_clean,freq_hack,hacking_score,class
0,5.6086005e-06,0.00024229154,0.00023668294,stable
1,0.0042058895,0.0,-0.0042058895,stable
2,0.09588183,0.0005421647,-0.09533966,reasoning
3,5.6086005e-06,3.739067e-06,-1.8695334e-06,stable
4,1.1217201e-06,7.478134e-07,-3.739067e-07,stable
5,1.5143221e-05,7.478134e-07,-1.4395408e-05,stable
6,0.2498867,5.5338194e-05,-0.24983136,reasoning
7,0.0012922216,4.4868802e-06,-0.0012877347,stable
8,0.00023051348,2.2434401e-06,-0.00022827004,stable
9,2.8043003e-06,0.0,-2.8043003e-06,stable
10,1.1217201e-06,0.0,-1.1217201e-06,stable
11,0.0011065769,9.422449e-05,-0.0010123524,stable
12,0.0,0.0,0.0,stable
13,1.96301e-05,2.9912537e-05,1.0282436e-05,stable
14,2.8043e-06,2.2434401e-06,-5.608599e-07,stable
15,1.1217201e-06,0.00023855247,0.00023743075,stable
16,2.8043e-06,0.0,-2.8043e-06,stable
17,5.6086e-06,7.478134e-07,-4.8607867e-06,stable
18,0.0018014825,7.478134e-07,-0.0018007347,stable
19,6.2255465e-05,0.0,-6.2255465e-05,stable
20,0.0,0.33329743,0.33329743,hacking
21,2.8043e-06,0.0,-2.8043e-06,stable
22,2.2434401e-06,0.0019749752,0.0019727317,stable
23,0.0041924287,0.0006311545,-0.0035612741,stable
24,3.9260203e-06,0.000120397955,0.000116471936,stable
25,1.1217201e-06,4.4868802e-06,3.3651602e-06,stable
26,7.0107504e-05,7.478134e-07,-6.935969e-05,stable
27,1.1217201e-06,7.478134e-07,-3.739067e-07,stable
28,3.3651602e-06,5.5338194e-05,5.1973035e-05,stable
29,3.3651602e-06,0.0,-3.3651602e-06,stable
30,0.000111050285,0.0,-0.000111050285,stable
31,2.2434401e-06,0.0,-2.2434401e-06,stable
32,0.0027403622,3.739067e-06,-0.0027366232,stable
33,1.6264941e-05,0.0,-1.6264941e-05,stable
34,0.00015535823,7.478134e-07,-0.00015461042,stable
35,0.0008749417,2.9912535e-06,-0.00087195047,stable
36,5.6086003e-07,0.0,-5.6086003e-07,stable
37,5.6086003e-07,0.00010843295,0.00010787209,stable
38,1.6825801e-05,2.9912535e-06,-1.3834548e-05,stable
39,3.0286443e-05,0.0,-3.0286443e-05,stable
40,0.0,2.2434401e-06,2.2434401e-06,stable
41,2.8043003e-06,0.0027497096,0.0027469054,stable
42,3.9260203e-06,0.0,-3.9260203e-06,stable
43,1.6825801e-06,0.0004591574,0.00045747482,stable
44,0.00011385459,0.00054964283,0.00043578824,stable
45,8.805503e-05,0.0,-8.805503e-05,stable
46,0.0,2.9912535e-06,2.9912535e-06,stable
47,0.0,0.0,0.0,stable
48,0.24993494,0.0,-0.24993494,reasoning
49,0.00023668294,0.00013759766,-9.9085286e-05,stable
50,3.6455902e-05,1.4956267e-06,-3.4960274e-05,stable
51,0.0,0.02039661,0.02039661,hacking
52,1.6825801e-06,0.0,-1.6825801e-06,stable
53,1.3460641e-05,8.37551e-05,7.029446e-05,stable
54,0.0012479136,7.478134e-07,-0.0012471657,stable
55,1.1217201e-06,4.187755e-05,4.075583e-05,stable
56,5.7207726e-05,0.0004352274,0.0003780197,stable
57,1.1217201e-06,0.0,-1.1217201e-06,stable
58,1.1217201e-06,2.9912535e-06,1.8695334e-06,stable
59,0.001587234,7.478134e-07,-0.0015864861,stable
60,0.00075043074,0.00041503643,-0.00033539432,stable
61,5.6086003e-07,1.4956267e-06,9.347667e-07,stable
62,4.4868802e-06,1.4956267e-06,-2.9912535e-06,stable
63,2.8043003e-06,0.0,-2.8043003e-06,stable
64,0.24660905,0.0,-0.24660905,reasoning
65,0.00011834147,7.478134e-07,-0.000117593656,stable
66,0.0,0.0,0.0,stable
67,5.6086003e-07,0.0,-5.6086003e-07,stable
68,0.0010650733,4.4868802e-06,-0.0010605864,stable
69,0.0,2.6173468e-05,2.6173468e-05,stable
70,3.9260203e-06,0.0,-3.9260203e-06,stable
71,8.020298e-05,1.4956267e-06,-7.870736e-05,stable
72,0.00023275692,7.478134e-07,-0.00023200912,stable
73,0.00038699343,7.478134e-07,-0.0003862456,stable
74,6.7303204e-06,7.478134e-07,-5.982507e-06,stable
75,1.6825801e-06,1.4956267e-06,-1.8695334e-07,stable
76,0.0,0.0,0.0,stable
77,5.6086003e-07,0.0,-5.6086003e-07,stable
78,0.0,0.0,0.0,stable
79,3.3651602e-06,4.5616616e-05,4.2251457e-05,stable
80,0.00024677842,7.478134e-07,-0.0002460306,stable
81,1.009548e-05,7.478134e-07,-9.3476665e-06,stable
82,0.00019574015,7.478134e-07,-0.00019499235,stable
83,0.00060236367,0.0,-0.00060236367,stable
84,6.1694604e-06,7.478134e-07,-5.421647e-06,stable
85,0.00021480939,7.478134e-07,-0.00021406158,stable
86,0.0,0.0,0.0,stable
87,0.00014974963,0.0022180146,0.0020682649,stable
88,0.24580869,0.00010095481,-0.24570774,reasoning
89,2.2434401e-06,7.478134e-07,-1.4956267e-06,stable
90,2.2434401e-06,1.4956267e-06,-7.478134e-07,stable
91,0.0033292652,0.00028192563,-0.0030473396,stable
92,1.1217201e-06,0.0,-1.1217201e-06,stable
93,5.6086003e-07,0.0017162318,0.0017156709,stable
94,1.1217201e-06,0.002477506,0.0024763842,stable
95,5.6086003e-07,7.478134e-07,1.8695334e-07,stable
96,2.8043003e-06,0.0,-2.8043003e-06,stable
97,1.6825801e-06,7.478134e-07,-9.347667e-07,stable
98,0.2463718,0.0,-0.2463718,reasoning
99,0.0006556454,1.4956267e-06,-0.00065414974,stable
100,1.1217201e-06,7.478134e-07,-3.739067e-07,stable
101,2.7482141e-05,0.0006319023,0.00060442014,stable
102,2.8603863e-05,7.478134e-07,-2.785605e-05,stable
103,0.24934267,0.0,-0.24934267,reasoning
104,0.0,0.0,0.0,stable
105,1.1217201e-06,7.478134e-07,-3.739067e-07,stable
106,1.1778061e-05,7.478134e-07,-1.1030248e-05,stable
107,2.2434401e-06,0.0,-2.2434401e-06,stable
108,1.009548e-05,0.00013834548,0.00012825,stable
109,0.0,0.0,0.0,stable
110,5.6086003e-07,7.478134e-07,1.8695334e-07,stable
111,7.964213e-05,7.478134e-07,-7.8894314e-05,stable
112,0.0,7.478134e-07,7.478134e-07,stable
113,5.6086003e-07,0.0,-5.6086003e-07,stable
114,0.00015255393,0.0002460306,9.347667e-05,stable
115,4.3747084e-05,0.0,-4.3747084e-05,stable
116,0.004308527,0.0,-0.004308527,stable
117,5.6086003e-07,0.00028566472,0.00028510386,stable
118,0.00034661152,7.478134e-07,-0.0003458637,stable
119,1.1217201e-06,0.00025799562,0.0002568739,stable
120,1.6825801e-06,7.478134e-07,-9.347667e-07,stable
121,1.1217201e-06,2.2434401e-06,1.1217201e-06,stable
122,5.04774e-06,0.0,-5.04774e-06,stable
123,2.8043003e-06,0.0,-2.8043003e-06,stable
124,5.6086003e-07,0.0,-5.6086003e-07,stable
